transaction_id,account_id,date,hour_of_day,minute_of_hour,day_of_week,is_weekend,is_holiday,days_since_last_holiday,amount,amount_to_avg_ratio,amount_percentile,transaction_type,transaction_duration,is_recurring,new_payee_flag,avg_unique_merchants_7d,rolling_mean_3mo_amount,rolling_std_3mo_amount,time_since_last_tx_secs,tx_count_last_1h,tx_count_last_7d,tx_sum_last_24h,location,is_new_device,device_age_days,login_attempt_count,age,is_anomaly,anomaly_confidence
TX001841,AC00003,2023-01-09 17:26:46,17,26,0,False,False,7,237.97,1.0,0.6,0,69,False,True,0.1428571428571428,0.0,0.0,607301,0,0,0.0,Columbus,True,0,1,69,False,0.1804684382744583
TX002363,AC00003,2023-03-06 17:26:59,17,26,0,False,False,14,416.62,1.0,1.0,1,67,False,True,0.1428571428571428,0.0,0.0,4838413,0,0,0.0,Baltimore,True,0,1,26,False,0.2327776701592735
TX001904,AC00003,2023-05-15 16:35:43,16,35,0,False,False,84,384.11,1.0,0.8,0,12,False,True,0.1428571428571428,0.0,0.0,6044924,0,0,0.0,Fort Worth,True,77,1,58,False,0.30686371100083937
TX002248,AC00003,2023-10-02 18:57:19,18,57,0,False,False,28,207.47,1.0,0.4,0,12,False,True,0.1428571428571428,0.0,0.0,12104496,0,0,0.0,Miami,True,157,1,53,False,0.2343983442413202
TX001851,AC00004,2023-05-01 17:36:10,17,36,0,False,False,70,13.16,1.0,0.1111111111111111,0,98,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Mesa,True,33,1,43,False,0.28602229641142773
TX000707,AC00004,2023-05-10 18:49:20,18,49,2,False,False,79,642.54,1.0,1.0,0,28,False,True,0.1428571428571428,0.0,0.0,781990,0,0,0.0,Milwaukee,True,0,1,44,False,0.33315181374664027
TX001648,AC00004,2023-06-26 16:53:58,16,53,0,False,False,7,99.25,1.0,0.4444444444444444,1,93,False,True,0.1428571428571428,0.0,0.0,4053878,0,0,0.0,Phoenix,True,0,1,63,False,0.21286283779468895
TX000223,AC00004,2023-07-10 17:15:27,17,15,0,False,False,6,547.87,1.0,0.8888888888888888,0,131,False,True,0.1428571428571428,0.0,0.0,1210889,0,0,0.0,Columbus,True,133,1,64,False,0.18932757578611306
TX002442,AC00004,2023-10-09 16:01:25,16,1,0,False,True,35,61.62,1.0,0.3333333333333333,0,19,False,True,0.1428571428571428,0.0,0.0,7857958,0,0,0.0,Miami,True,279,1,57,False,0.4261693604766552
TX002391,AC00004,2023-10-30 16:38:14,16,38,0,False,False,21,136.31,1.0,0.5555555555555556,0,65,False,True,0.1428571428571428,0.0,0.0,1816609,0,0,0.0,Nashville,True,174,1,74,False,0.09716282730366406
TX001820,AC00004,2023-11-23 16:51:06,16,51,3,False,True,13,365.43,1.0,0.7777777777777778,0,176,False,True,0.1428571428571428,0.0,0.0,2074372,0,0,0.0,Portland,True,209,1,25,False,0.4284272763567849
TX002328,AC00004,2023-12-12 16:56:18,16,56,1,False,False,19,273.24,1.0,0.6666666666666666,0,173,False,True,0.1428571428571428,0.0,0.0,1641912,0,0,0.0,Fresno,True,344,1,51,False,0.2279441705201784
TX000245,AC00004,2024-01-01 16:08:49,16,8,0,False,True,7,40.66,1.0,0.2222222222222222,0,156,False,True,0.1428571428571428,0.0,0.0,1725151,0,0,0.0,Louisville,True,356,1,59,False,0.4046871238938792
TX002315,AC00005,2023-02-22 16:18:32,16,18,2,False,False,2,162.59,1.0,0.3333333333333333,0,19,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Indianapolis,True,0,1,64,False,0.2031783614976131
TX000944,AC00005,2023-02-22 17:29:36,17,29,2,False,False,2,377.92,1.0,0.5555555555555556,0,204,False,True,0.2857142857142857,0.0,0.0,4264,0,0,0.0,Raleigh,True,0,1,33,False,0.23003199884672668
TX001792,AC00005,2023-02-27 16:38:41,16,38,0,False,False,7,680.76,1.0,1.0,0,165,False,True,0.4285714285714285,0.0,0.0,428945,0,0,0.0,Kansas City,True,55,1,21,False,0.6696102468074594
TX000547,AC00005,2023-05-17 17:28:25,17,28,2,False,False,86,420.28,1.0,0.7777777777777778,0,144,False,True,0.1428571428571428,0.0,0.0,6828584,0,0,0.0,Washington,True,0,1,35,False,0.2544432379675368
TX000760,AC00005,2023-06-26 16:21:14,16,21,0,False,False,7,417.8,1.0,0.6666666666666666,1,130,False,True,0.1428571428571428,0.0,0.0,3451969,0,0,0.0,Philadelphia,True,0,1,27,False,0.18600980030248696
TX000195,AC00005,2023-07-03 17:47:49,17,47,0,False,False,14,488.54,1.0,0.8888888888888888,0,132,False,True,0.1428571428571428,0.0,0.0,609995,0,0,0.0,Jacksonville,True,35,1,52,False,0.09251888513872446
TX001971,AC00005,2023-11-20 16:31:15,16,31,0,False,False,10,116.89,1.0,0.2222222222222222,0,226,False,True,0.1428571428571428,0.0,0.0,12091406,0,0,0.0,Columbus,True,241,1,71,False,0.2938197517903365
TX002083,AC00005,2023-11-30 18:08:39,18,8,3,False,False,7,359.51,1.0,0.4444444444444444,0,157,False,True,0.1428571428571428,0.0,0.0,869844,0,0,0.0,Charlotte,True,297,1,79,False,0.3012479868911389
TX001038,AC00005,2023-12-04 18:01:53,18,1,0,False,False,11,107.48,1.0,0.1111111111111111,0,129,False,True,0.2857142857142857,0.0,0.0,345194,0,0,0.0,Omaha,True,269,1,22,False,0.3158212001048074
TX000662,AC00006,2023-02-28 17:28:13,17,28,1,False,False,8,158.56,1.0,0.5,0,100,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Sacramento,True,0,1,33,False,0.16336146350299388
TX000216,AC00006,2023-05-24 16:25:50,16,25,2,False,False,93,74.88,1.0,0.25,0,202,False,True,0.1428571428571428,0.0,0.0,7340257,0,0,0.0,Atlanta,True,95,1,25,False,0.3458053627783565
TX001406,AC00006,2023-08-11 17:12:30,17,12,4,False,False,38,611.15,1.0,1.0,0,121,False,True,0.1428571428571428,0.0,0.0,6828400,0,0,0.0,Detroit,True,108,1,27,False,0.21005345024065547
TX001977,AC00006,2023-10-05 16:46:31,16,46,3,False,False,31,173.13,1.0,0.75,1,288,False,True,0.1428571428571428,0.0,0.0,4750441,0,0,0.0,Atlanta,True,233,1,20,False,0.3299174725778849
TX000077,AC00007,2023-06-12 17:53:52,17,53,0,False,False,14,162.63,1.0,0.6,0,113,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Kansas City,True,0,1,22,False,0.23599021162568154
TX000839,AC00007,2023-07-24 16:07:05,16,7,0,False,False,20,637.75,1.0,1.0,0,152,False,True,0.1428571428571428,0.0,0.0,3622393,0,0,0.0,Dallas,True,0,1,79,False,0.2338485045039175
TX000977,AC00007,2023-09-04 16:57:31,16,57,0,False,True,62,466.64,1.0,0.8,0,11,False,True,0.1428571428571428,0.0,0.0,3631826,0,0,0.0,Las Vegas,True,115,1,58,False,0.44059185766829007
TX001336,AC00007,2023-11-20 17:08:33,17,8,0,False,False,10,90.88,1.0,0.2,0,284,False,True,0.1428571428571428,0.0,0.0,6653462,0,0,0.0,Colorado Springs,True,202,1,26,False,0.24463331320207782
TX001579,AC00007,2023-11-27 17:34:33,17,34,0,False,False,4,137.48,1.0,0.4,0,47,False,True,0.1428571428571428,0.0,0.0,606360,0,0,0.0,Seattle,True,308,1,55,False,0.19853594220366153
TX002005,AC00008,2023-11-21 16:45:29,16,45,1,False,False,11,76.16,1.0,1.0,0,99,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,218,1,23,False,0.1421332842305173
TX002512,AC00009,2023-02-14 16:21:23,16,21,1,False,False,29,243.08,1.0,0.8,1,93,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Jacksonville,True,11,1,24,False,0.16946632850759297
TX002048,AC00009,2023-02-20 16:16:39,16,16,0,False,True,35,425.18,1.0,1.0,1,135,False,True,0.2857142857142857,0.0,0.0,518116,0,0,0.0,Fresno,True,32,1,59,False,0.596721503510793
TX000868,AC00009,2023-03-03 18:23:29,18,23,4,False,False,11,87.38,1.0,0.4,0,252,False,True,0.1428571428571428,0.0,0.0,958010,0,0,0.0,Atlanta,True,53,1,21,False,0.2496825050257021
TX000840,AC00009,2023-05-04 17:43:59,17,43,3,False,False,73,153.59,1.0,0.6,1,174,False,True,0.1428571428571428,0.0,0.0,5354430,0,0,0.0,Portland,False,105,1,66,True,0.8386660549623726
TX000279,AC00009,2023-12-25 17:19:08,17,19,0,False,True,32,74.85,1.0,0.2,0,117,False,True,0.1428571428571428,0.0,0.0,20302509,0,0,0.0,Raleigh,True,272,1,72,False,0.5702408909197095
TX002367,AC00010,2023-01-12 17:10:03,17,10,3,False,False,10,281.91,1.0,0.5714285714285714,0,269,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Denver,True,0,1,25,False,0.2977703383503418
TX001737,AC00010,2023-02-06 16:38:45,16,38,0,False,False,21,7.56,1.0,0.1428571428571428,0,145,False,True,0.1428571428571428,0.0,0.0,2158122,0,0,0.0,Milwaukee,True,0,1,40,False,0.10612032319934778
TX001760,AC00010,2023-05-22 17:40:46,17,40,0,False,False,91,1086.6,1.0,1.0,0,38,False,True,0.1428571428571428,0.0,0.0,9075721,0,0,0.0,San Diego,True,45,1,19,False,0.5161236352056082
TX001168,AC00010,2023-06-26 16:08:25,16,8,0,False,False,7,838.57,1.0,0.8571428571428571,0,273,False,True,0.1428571428571428,0.0,0.0,3018459,0,0,0.0,Phoenix,True,98,1,41,False,0.2287273763562013
TX000096,AC00010,2023-06-26 16:16:50,16,16,0,False,False,7,508.68,1.0,0.7142857142857143,1,127,False,True,0.2857142857142857,0.0,0.0,505,0,0,0.0,Mesa,True,114,1,51,False,0.41998939822115666
TX000180,AC00010,2023-11-21 16:57:43,16,57,1,False,False,11,34.17,1.0,0.4285714285714285,1,54,False,True,0.1428571428571428,0.0,0.0,12789653,0,0,0.0,Philadelphia,True,264,1,54,False,0.2927318981816469
TX000202,AC00010,2023-11-30 16:52:42,16,52,3,False,False,7,11.18,1.0,0.2857142857142857,0,161,False,True,0.1428571428571428,0.0,0.0,777299,0,0,0.0,Atlanta,True,299,1,43,False,0.17711094062961102
TX000694,AC00011,2023-03-15 18:42:16,18,42,2,False,False,23,733.29,1.0,1.0,0,94,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Virginia Beach,True,0,5,52,False,0.5116257069189372
TX000735,AC00011,2023-05-19 16:35:07,16,35,4,False,False,88,117.55,1.0,0.4285714285714285,0,35,False,True,0.1428571428571428,0.0,0.0,5608371,0,0,0.0,Fresno,True,0,1,24,False,0.30420410922732627
TX001015,AC00011,2023-06-30 16:31:49,16,31,4,False,False,11,688.36,1.0,0.8571428571428571,1,22,False,True,0.1428571428571428,0.0,0.0,3628602,0,0,0.0,Memphis,True,179,1,23,False,0.32302147690492544
TX000098,AC00011,2023-07-17 17:08:24,17,8,0,False,False,13,25.36,1.0,0.1428571428571428,0,78,False,False,0.1428571428571428,0.0,0.0,1470995,0,0,0.0,Louisville,True,0,1,57,False,0.483120036026771
TX000045,AC00011,2023-07-26 16:52:28,16,52,2,False,False,22,304.31,1.0,0.5714285714285714,0,33,False,True,0.1428571428571428,0.0,0.0,776644,0,0,0.0,Louisville,True,205,1,27,False,0.12982273300801828
TX002023,AC00011,2023-09-19 16:44:21,16,44,1,False,False,15,537.86,1.0,0.7142857142857143,0,134,False,True,0.1428571428571428,0.0,0.0,4751513,0,0,0.0,Kansas City,True,196,1,27,False,0.22079357227541407
TX001560,AC00011,2023-12-20 17:15:14,17,15,2,False,False,27,31.53,1.0,0.2857142857142857,0,283,False,True,0.1428571428571428,0.0,0.0,7950653,0,0,0.0,Kansas City,True,271,1,25,False,0.3435919579145168
TX002047,AC00012,2023-03-21 16:36:30,16,36,1,False,False,29,94.82,1.0,0.3333333333333333,1,56,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Columbus,True,10,1,67,False,0.26738604460747556
TX000513,AC00012,2023-06-05 17:08:37,17,8,0,False,False,7,8.65,1.0,0.1666666666666666,0,273,False,True,0.1428571428571428,0.0,0.0,6568327,0,0,0.0,Las Vegas,True,112,1,48,False,0.27130892225921555
TX001153,AC00012,2023-06-28 16:07:37,16,7,2,False,False,9,590.57,1.0,0.8333333333333334,0,93,False,True,0.1428571428571428,0.0,0.0,1983540,0,0,0.0,Milwaukee,True,162,1,79,False,0.22269300607607181
TX000728,AC00012,2023-07-26 16:54:08,16,54,2,False,False,22,137.49,1.0,0.5,0,50,False,True,0.1428571428571428,0.0,0.0,2421991,0,0,0.0,Fort Worth,True,141,1,34,False,0.1076031162658267
TX002152,AC00012,2023-08-07 18:52:42,18,52,0,False,False,34,927.45,1.0,1.0,0,95,False,True,0.1428571428571428,0.0,0.0,1043914,0,0,0.0,Austin,True,210,1,24,False,0.2803948766683835
TX001510,AC00012,2023-12-26 16:08:51,16,8,1,False,False,1,308.8,1.0,0.6666666666666666,0,41,False,True,0.1428571428571428,0.0,0.0,12172569,0,0,0.0,Baltimore,True,332,1,53,False,0.265330850799359
TX000576,AC00013,2023-02-20 16:52:03,16,52,0,False,True,35,33.46,1.0,0.125,0,111,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Seattle,True,0,1,72,False,0.41567540848638235
TX001291,AC00013,2023-03-28 16:02:03,16,2,1,False,False,36,427.69,1.0,1.0,0,236,False,True,0.1428571428571428,0.0,0.0,3107400,0,0,0.0,Raleigh,True,0,1,43,False,0.19798026738402627
TX001010,AC00013,2023-07-27 17:04:46,17,4,3,False,False,23,75.04,1.0,0.25,0,178,False,True,0.1428571428571428,0.0,0.0,10458163,0,0,0.0,El Paso,True,146,1,49,False,0.24387304149496875
TX002156,AC00013,2023-08-28 16:56:05,16,56,0,False,False,55,172.92,1.0,0.625,0,212,False,True,0.1428571428571428,0.0,0.0,2764279,0,0,0.0,Miami,True,70,1,20,False,0.18305641355122657
TX000107,AC00013,2023-11-01 16:52:01,16,52,2,False,False,23,114.98,1.0,0.375,0,80,False,True,0.1428571428571428,0.0,0.0,5615756,0,0,0.0,Seattle,True,299,1,59,False,0.16095382450917514
TX001980,AC00013,2023-11-20 16:07:20,16,7,0,False,False,10,422.81,1.0,0.875,0,193,False,True,0.1428571428571428,0.0,0.0,1638919,0,0,0.0,Los Angeles,True,184,1,28,False,0.13383638825390165
TX000780,AC00013,2023-12-11 17:29:02,17,29,0,False,False,18,138.11,1.0,0.5,1,104,False,True,0.1428571428571428,0.0,0.0,1819302,0,0,0.0,Phoenix,True,273,1,68,False,0.23075223543348433
TX000578,AC00013,2023-12-27 16:48:30,16,48,2,False,False,2,246.27,1.0,0.75,0,141,False,True,0.1428571428571428,0.0,0.0,1379968,0,0,0.0,Fresno,True,288,1,29,False,0.17705078012820996
TX002447,AC00014,2023-03-30 17:50:23,17,50,3,False,False,38,719.76,1.0,1.0,0,190,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,0,1,19,False,0.1903839717227346
TX000375,AC00014,2023-05-03 17:04:32,17,4,2,False,False,72,643.22,1.0,0.8888888888888888,0,93,False,True,0.1428571428571428,0.0,0.0,2934849,0,0,0.0,Atlanta,True,86,1,64,False,0.22770222782556432
TX001234,AC00014,2023-06-13 16:10:27,16,10,1,False,False,15,605.42,1.0,0.7777777777777778,0,33,False,True,0.1428571428571428,0.0,0.0,3539155,0,0,0.0,Mesa,True,112,1,21,False,0.1880435447648145
TX000520,AC00014,2023-06-26 18:39:52,18,39,0,False,False,7,121.91,1.0,0.3333333333333333,0,133,False,True,0.1428571428571428,0.0,0.0,1132165,0,0,0.0,Chicago,True,131,1,60,False,0.178634868160524
TX000080,AC00014,2023-07-17 18:54:31,18,54,0,False,False,13,174.25,1.0,0.4444444444444444,0,67,False,True,0.1428571428571428,0.0,0.0,1815279,0,0,0.0,Seattle,True,13,1,50,False,0.1966488685897577
TX000657,AC00014,2023-07-31 17:04:29,17,4,0,False,False,27,427.0,1.0,0.6666666666666666,1,163,False,True,0.1428571428571428,0.0,0.0,1202998,0,0,0.0,Oklahoma City,True,0,1,49,False,0.2607616284709583
TX000022,AC00014,2023-08-11 18:31:31,18,31,4,False,False,38,85.77,1.0,0.2222222222222222,0,93,False,False,0.1428571428571428,0.0,0.0,955622,0,0,0.0,Las Vegas,True,186,1,38,False,0.5570152991254648
TX002124,AC00014,2023-12-07 16:59:06,16,59,3,False,False,14,10.3,1.0,0.1111111111111111,0,197,False,True,0.1428571428571428,0.0,0.0,10189655,0,0,0.0,Fresno,True,330,1,47,False,0.37330763324950006
TX000740,AC00014,2024-01-01 16:17:13,16,17,0,False,True,7,346.65,1.0,0.5555555555555556,0,60,False,True,0.1428571428571428,0.0,0.0,2157487,0,0,0.0,Washington,True,243,1,30,False,0.36843043370916667
TX001456,AC00015,2023-03-06 16:12:45,16,12,0,False,False,14,774.48,1.0,1.0,0,31,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Louisville,True,0,1,61,False,0.14670106548688816
TX001467,AC00015,2023-03-13 16:33:49,16,33,0,False,False,21,73.35,1.0,0.5,0,47,False,True,0.1428571428571428,0.0,0.0,606064,0,0,0.0,San Francisco,True,27,1,24,False,0.07914982373304201
TX001620,AC00015,2023-04-24 16:14:34,16,14,0,False,False,63,50.9,1.0,0.25,1,150,False,True,0.1428571428571428,0.0,0.0,3627645,0,0,0.0,Jacksonville,True,112,1,28,False,0.2828369227366927
TX001562,AC00015,2023-11-06 16:28:15,16,28,0,False,False,28,250.01,1.0,0.75,0,88,False,True,0.1428571428571428,0.0,0.0,16935221,0,0,0.0,Kansas City,True,299,1,62,False,0.3453954927741294
TX001181,AC00016,2023-02-24 18:05:12,18,5,4,False,False,4,50.0,1.0,0.3333333333333333,1,87,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Jacksonville,True,11,1,53,False,0.3450371616186711
TX002335,AC00016,2023-03-06 17:37:32,17,37,0,False,False,14,1105.88,1.0,1.0,0,36,False,True,0.1428571428571428,0.0,0.0,862340,0,0,0.0,Omaha,True,0,1,34,False,0.17317108978459317
TX001135,AC00016,2023-03-17 16:22:52,16,22,4,False,False,25,26.27,1.0,0.1666666666666666,1,177,False,True,0.1428571428571428,0.0,0.0,945920,0,0,0.0,Portland,True,55,1,45,False,0.3287171983895902
TX001592,AC00016,2023-03-20 17:21:43,17,21,0,False,False,28,314.52,1.0,0.6666666666666666,0,229,False,True,0.2857142857142857,0.0,0.0,262731,0,0,0.0,Memphis,True,77,1,80,False,0.30361810104703907
TX001969,AC00016,2023-09-12 18:52:56,18,52,1,False,False,8,705.34,1.0,0.8333333333333334,0,124,False,True,0.1428571428571428,0.0,0.0,15211873,0,0,0.0,Washington,True,0,1,59,False,0.35435984159518763
TX001542,AC00016,2023-10-16 17:43:00,17,43,0,False,False,7,69.96,1.0,0.5,0,31,False,True,0.1428571428571428,0.0,0.0,2933404,0,0,0.0,Baltimore,True,91,1,28,False,0.08514272735552271
TX001864,AC00017,2023-01-30 16:04:17,16,4,0,False,False,14,103.48,1.0,0.4,0,33,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Baltimore,True,23,1,32,False,0.10195918490752265
TX000952,AC00017,2023-03-01 17:43:22,17,43,2,False,False,9,492.84,1.0,1.0,0,38,False,True,0.1428571428571428,0.0,0.0,2597945,0,0,0.0,Indianapolis,True,37,1,25,False,0.17100728377854407
TX001670,AC00017,2023-05-29 18:27:43,18,27,0,False,True,98,261.63,1.0,0.8,0,150,False,True,0.1428571428571428,0.0,0.0,7692261,0,0,0.0,Chicago,True,87,1,20,False,0.6145759531924831
TX000971,AC00017,2023-06-21 16:23:53,16,23,2,False,False,2,215.39,1.0,0.6,0,216,False,True,0.1428571428571428,0.0,0.0,1979770,0,0,0.0,Detroit,True,118,1,27,False,0.08711634545165389
TX001337,AC00017,2023-11-27 17:39:39,17,39,0,False,False,4,60.11,1.0,0.2,1,122,False,True,0.1428571428571428,0.0,0.0,13742146,0,0,0.0,Albuquerque,True,235,1,61,False,0.3503332502791024
TX001498,AC00018,2023-02-20 16:36:36,16,36,0,False,True,35,1228.81,1.0,1.0,0,254,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,0,1,26,False,0.4635958281748224
TX001802,AC00018,2023-06-05 17:24:29,17,24,0,False,False,7,331.32,1.0,0.6666666666666666,0,137,False,True,0.1428571428571428,0.0,0.0,9074873,0,0,0.0,Sacramento,True,136,5,61,False,0.450487555514785
TX000102,AC00018,2023-08-11 16:18:46,16,18,4,False,False,38,98.54,1.0,0.3333333333333333,1,167,False,True,0.1428571428571428,0.0,0.0,5784857,0,0,0.0,El Paso,True,0,1,20,False,0.3544982476834861
TX002086,AC00019,2023-02-08 16:29:56,16,29,2,False,False,23,291.46,1.0,0.75,0,135,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Miami,True,29,1,57,False,0.04730049188060547
TX001683,AC00019,2023-03-27 17:53:15,17,53,0,False,False,35,41.13,1.0,0.25,1,58,False,True,0.1428571428571428,0.0,0.0,4065799,0,0,0.0,Philadelphia,True,45,1,77,False,0.29495551490086347
TX002414,AC00019,2023-04-03 16:34:10,16,34,0,False,False,42,489.31,1.0,1.0,0,36,False,True,0.2857142857142857,0.0,0.0,600055,0,0,0.0,Louisville,True,0,1,43,False,0.25959116535035576
TX000003,AC00019,2023-07-10 18:16:08,18,16,0,False,False,6,126.29,1.0,0.5,0,56,False,True,0.1428571428571428,0.0,0.0,8473318,0,0,0.0,Mesa,True,189,1,19,False,0.31987779172660197
TX001326,AC00020,2023-01-12 17:58:56,17,58,3,False,False,10,359.65,1.0,0.5555555555555556,1,289,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Jacksonville,True,0,1,25,False,0.34663378323015176
TX001830,AC00020,2023-03-15 17:39:11,17,39,2,False,False,23,91.77,1.0,0.2222222222222222,0,174,False,True,0.1428571428571428,0.0,0.0,5355615,0,0,0.0,Omaha,True,41,1,51,False,0.05125379542513388
TX000404,AC00020,2023-04-10 17:57:59,17,57,0,False,False,49,353.82,1.0,0.4444444444444444,0,143,False,True,0.1428571428571428,0.0,0.0,2247528,0,0,0.0,Milwaukee,True,0,1,42,False,0.1340998120128732
TX002028,AC00020,2023-06-02 16:54:12,16,54,4,False,False,4,28.52,1.0,0.1111111111111111,0,163,False,True,0.1428571428571428,0.0,0.0,4575373,0,0,0.0,Detroit,True,98,1,20,False,0.23551357442587048
TX000206,AC00020,2023-08-24 16:47:21,16,47,3,False,False,51,288.04,1.0,0.3333333333333333,0,63,False,True,0.1428571428571428,0.0,0.0,7170789,0,0,0.0,Denver,True,174,1,68,False,0.2526912379886514
TX001259,AC00020,2023-08-24 17:34:13,17,34,3,False,False,51,603.23,1.0,0.8888888888888888,0,48,False,True,0.2857142857142857,0.0,0.0,2812,0,0,0.0,Detroit,True,231,1,28,False,0.2868264469566361
TX001715,AC00020,2023-09-21 16:05:38,16,5,3,False,False,17,589.64,1.0,0.6666666666666666,0,210,False,True,0.1428571428571428,0.0,0.0,2413885,0,0,0.0,Charlotte,True,260,1,62,False,0.20913470464754605
TX002170,AC00020,2023-10-16 16:49:07,16,49,0,False,False,7,592.24,1.0,0.7777777777777778,0,140,False,True,0.1428571428571428,0.0,0.0,2162609,0,0,0.0,Tucson,True,90,1,52,False,0.1092953315933459
TX001139,AC00020,2023-11-13 16:46:06,16,46,0,False,False,3,881.1,1.0,1.0,0,16,False,True,0.1428571428571428,0.0,0.0,2419019,0,0,0.0,Phoenix,True,272,1,28,False,0.26566854729683964
TX001821,AC00021,2023-01-23 16:03:04,16,3,0,False,False,7,263.59,1.0,0.25,0,16,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Dallas,True,0,1,71,False,0.19658445917043713
TX002112,AC00021,2023-05-02 17:24:54,17,24,1,False,False,71,762.74,1.0,0.875,0,244,False,True,0.1428571428571428,0.0,0.0,8558510,0,0,0.0,Los Angeles,True,119,1,64,False,0.2603106391094206
TX002126,AC00021,2023-05-05 17:31:53,17,31,4,False,False,74,416.55,1.0,0.5,0,73,False,True,0.2857142857142857,0.0,0.0,259619,0,0,0.0,Oklahoma City,True,46,1,33,False,0.36546879594513026
TX000382,AC00021,2023-07-03 17:03:48,17,3,0,False,False,14,180.24,1.0,0.125,0,144,False,True,0.1428571428571428,0.0,0.0,5095915,0,0,0.0,Phoenix,True,18,1,58,False,0.1820078246365079
TX001998,AC00021,2023-07-14 17:44:23,17,44,4,False,False,10,1142.83,1.0,1.0,1,48,False,True,0.1428571428571428,0.0,0.0,952835,0,0,0.0,Omaha,True,59,1,61,False,0.35173765965025244
TX000459,AC00021,2023-09-18 18:47:52,18,47,0,False,False,14,275.92,1.0,0.375,1,107,False,True,0.1428571428571428,0.0,0.0,5706209,0,0,0.0,Nashville,True,256,1,62,False,0.3033854189408894
TX001776,AC00021,2023-11-28 16:17:29,16,17,1,False,False,5,486.61,1.0,0.625,1,130,False,True,0.1428571428571428,0.0,0.0,6125377,0,0,0.0,Sacramento,True,311,1,48,False,0.29456119020065236
