id,amount,date,merchant_city,mcc,target
85,53.74,2015-07-13 01:20:59,San Ysidro,8011,0
86,34.37,2015-07-13 18:16:36,El Cerrito,8062,0
87,88.2,2015-07-14 09:41:50,Phenix City,3256,0
88,75.6,2015-07-15 07:40:36,Mountain Lakes,3684,0
89,46.54,2015-07-15 19:10:42,Dwight,4829,0
90,25.49,2015-07-17 01:17:12,Cambridge,5813,0
91,84.27,2015-07-17 11:02:16,Gonzales,3075,0
92,37.01,2015-07-18 06:32:09,Findlay,7996,0
93,32.31,2015-07-20 00:10:40,Windsor,5192,0
94,45.18,2015-07-21 18:01:32,Versailles,3009,0
95,13.14,2015-07-22 11:25:54,Matthews,1711,0
96,48.26,2015-07-23 10:28:16,Kenton,3780,0
97,51.36,2015-07-23 12:30:31,Miles City,7349,0
98,35.62,2015-07-24 00:52:40,Strasburg,7922,0
99,33.23,2015-07-24 10:22:29,Reno,5815,0
100,43.75,2015-07-26 15:57:42,Saint Augustine,5932,0
101,45.93,2015-07-27 13:30:14,Jamaica,3058,0
102,62.2,2015-07-29 04:39:14,Anniston,5251,0
103,34.26,2015-07-29 08:52:50,Lucasville,3007,0
104,22.32,2015-07-31 11:03:58,Edenton,3075,0
105,54.48,2015-07-31 19:14:44,Fontana,4131,0
106,93.05,2015-08-01 08:23:53,Cummaquid,3405,0
107,58.1,2015-08-02 12:43:08,Canastota,3058,0
108,35.26,2015-08-02 21:23:22,Edgewater,7549,0
109,23.0,2015-08-03 07:21:20,Rocky Mount,5533,0
110,33.94,2015-08-04 08:43:26,Port Charlotte,4784,0
111,51.4,2015-08-04 10:16:22,Oldtown,3387,0
112,35.52,2015-08-05 11:32:40,Vallejo,4112,0
113,41.59,2015-08-07 06:46:49,Wethersfield,5712,0
114,49.54,2015-08-08 00:59:53,Taft,5045,0
115,40.6,2015-08-08 16:06:09,Athens,5942,0
116,68.44,2015-08-10 12:09:34,Greenup,5732,0
117,32.72,2015-08-11 02:12:17,Oak Ridge,3006,0
118,58.86,2015-08-11 16:42:06,Lubbock,7210,0
119,46.39,2015-08-12 09:02:55,Sanger,5942,0
120,47.25,2015-08-12 11:34:34,Lake Forest,5193,0
121,32.64,2015-08-14 19:17:30,Wendell,7011,0
122,27.58,2015-08-14 19:46:56,Duluth,7922,0
123,8.94,2015-08-14 20:08:19,Breezy Point,4814,0
124,46.76,2015-08-16 01:55:43,Maple Valley,3684,0
125,99.71,2015-08-16 15:10:44,Cedar Falls,5311,0
126,27.48,2015-08-18 07:38:48,Tracy,3722,0
127,35.44,2015-08-18 13:48:19,Piedmont,4899,0
128,20.96,2015-08-18 20:16:40,Mountain Lakes,3393,0
129,49.24,2015-08-21 14:42:33,Storm Lake,5533,0
130,88.64,2015-08-21 15:20:33,Hickory Flat,5977,0
131,58.17,2015-08-22 08:01:35,Kew Gardens,8111,0
132,53.61,2015-08-23 03:28:03,Reston,4784,0
133,94.84,2015-08-23 22:42:51,Westlake,7538,0
134,41.82,2015-08-23 23:58:51,Donna,3775,0
135,42.2,2015-08-25 02:07:56,North Richland Hills,5942,0
136,83.56,2015-08-25 13:05:19,Jefferson,4899,0
137,43.63,2015-08-25 13:26:34,La Rue,8062,0
138,76.76,2015-08-26 05:53:30,Lady Lake,7011,0
139,103.22,2015-08-27 00:17:57,Longview,7210,0
140,46.84,2015-08-27 06:01:26,Ocean View,5094,0
141,29.42,2015-08-28 05:23:54,Medway,3008,0
142,32.22,2015-08-28 19:11:51,Chesapeake,7996,0
143,42.97,2015-08-29 20:41:09,Conroe,7542,0
144,70.23,2015-08-30 06:33:26,Pearl City,5722,0
145,20.05,2015-08-31 14:44:58,Cortez,5816,0
146,52.53,2015-09-01 08:42:18,Albany,7995,0
147,124.97,2015-09-01 10:44:50,Lewiston,7230,0
148,32.14,2015-09-02 19:30:57,Amherst,3008,0
149,44.73,2015-09-03 01:01:12,Fowler,7832,0
150,12.88,2015-09-03 11:05:55,Titusville,5211,0
151,32.11,2015-09-03 13:51:15,Laguna Beach,3387,0
152,30.03,2015-09-04 04:57:28,Eastford,3780,0
153,52.06,2015-09-05 10:28:48,Leesport,7995,0
154,28.35,2015-09-05 18:15:17,San Andreas,5251,0
155,44.14,2015-09-06 10:36:38,Augusta,3075,0
156,42.34,2015-09-07 01:54:45,Van Nuys,7549,0
157,36.57,2015-09-07 14:34:34,Pinetop,3775,0
158,50.05,2015-09-10 07:09:02,Bothell,3256,0
159,26.16,2015-09-11 05:11:49,La Habra,3504,0
160,89.94,2015-09-11 13:20:18,Allentown,3390,0
161,16.29,2015-09-11 21:51:06,Greenup,4900,0
162,49.05,2015-09-12 01:06:55,Westlake,8011,0
163,43.08,2015-09-12 01:51:33,Baytown,3132,0
164,190.04,2015-09-12 16:20:38,Kennett Square,5719,0
165,46.37,2015-09-13 14:02:47,Staatsburg,8931,0
166,74.48,2015-09-15 06:11:49,Morrisville,4900,0
167,15.8,2015-09-17 06:03:36,Trinidad,3390,0
168,33.2,2015-09-17 08:27:55,Jackson Center,5813,0
169,48.15,2015-09-18 07:29:30,Jennings,5719,0
170,43.61,2015-09-18 11:24:44,Boyne City,5261,0
171,53.6,2015-09-19 06:12:52,Miami Beach,7996,0
172,54.47,2015-09-20 00:55:36,Austell,8049,0
173,27.99,2015-09-20 08:23:48,Mount Juliet,4899,0
174,49.81,2015-09-20 23:20:42,Pellston,7832,0
175,60.84,2015-09-22 21:18:41,Easley,5261,0
176,72.48,2015-09-23 07:05:03,Imperial,3771,0
177,57.68,2015-09-23 19:58:10,Pleasant Grove,3393,0
178,77.78,2015-09-23 20:55:40,Rhine,4722,0
179,77.07,2015-09-27 15:40:53,Kenton,7276,0
180,25.06,2015-09-28 09:44:28,Golf,9402,0
181,128.42,2015-09-28 19:34:06,Alamo,3075,0
182,54.53,2015-09-30 21:23:42,West Newton,5045,0
183,33.54,2015-10-02 09:04:14,Canton,3390,0
184,21.32,2015-10-02 15:49:35,Fernwood,7801,0
185,47.3,2015-10-02 23:35:41,Norwood,4131,0
186,25.46,2015-10-04 19:07:49,Beulah,3144,0
187,29.35,2015-10-06 13:04:29,Hopkins,8931,0
188,24.31,2015-10-06 21:03:33,Imperial Beach,5251,0
189,44.55,2015-10-07 13:54:00,Reedsport,5722,0
190,93.86,2015-10-07 14:06:44,Newmanstown,7210,0
191,26.81,2015-10-10 04:32:03,Des Moines,4121,0
192,80.66,2015-10-10 18:54:47,Cherry Hill,3771,0
193,85.66,2015-10-10 19:41:47,Danbury,5310,0
194,35.36,2015-10-10 23:01:01,Dawsonville,4131,0
195,53.96,2015-10-11 13:14:55,Bruceton Mills,7549,0
196,105.51,2015-10-12 17:17:43,Laredo,3009,0
197,30.85,2015-10-12 20:43:29,Ogdensburg,7549,0
198,23.95,2015-10-12 23:36:45,Grant,7802,0
199,19.18,2015-10-13 04:30:02,Lyndonville,5816,0
200,70.34,2015-10-13 06:41:42,Alvin,7832,0
201,60.48,2015-10-13 10:37:39,Appleton,8049,0
202,44.85,2015-10-13 18:35:12,Enola,5094,0
203,25.78,2015-10-14 00:53:30,Carey,5921,0
204,34.4,2015-10-14 15:46:03,Broken Bow,3000,0
205,21.4,2015-10-15 17:52:28,Braintree,3256,0
206,27.43,2015-10-16 00:04:00,Dennis,5311,0
207,32.89,2015-10-16 17:22:09,Oldsmar,7276,0
208,22.15,2015-10-17 05:40:09,Boonville,5812,0
209,45.27,2015-10-17 11:03:17,Hamtramck,5733,0
210,52.31,2015-10-18 21:24:08,Glenrock,5311,0
211,78.28,2015-10-19 00:16:44,Burkburnett,7393,0
212,47.68,2015-10-19 16:49:00,Lordsburg,3007,0
213,166.86,2015-10-19 18:53:49,Galveston,5541,0
214,22.76,2015-10-20 17:18:27,Springboro,5094,0
215,60.8,2015-10-23 03:47:17,Lubbock,5814,0
216,37.3,2015-10-25 19:33:21,Colorado Springs,8062,0
217,37.67,2015-10-26 13:05:42,Sausalito,3007,0
218,26.79,2015-10-26 13:46:49,Winooski,5970,0
219,23.68,2015-10-27 20:42:44,Purcell,5814,0
220,30.83,2015-10-28 02:06:34,West Memphis,8021,0
221,40.42,2015-10-29 06:25:12,Huntington Station,3256,0
222,20.83,2015-10-30 11:36:34,Idabel,4899,0
223,37.53,2015-10-31 03:03:45,Tyler,5814,0
224,76.97,2015-10-31 14:12:16,Fall River Mills,4784,0
225,25.43,2015-11-01 16:46:44,Portland,5193,0
226,51.63,2015-11-01 16:57:25,Mc Lain,3001,0
227,22.62,2015-11-01 17:55:07,North Lawrence,5411,0
228,24.83,2015-11-04 05:21:25,Ararat,5941,0
229,25.19,2015-11-04 15:15:16,Pine Prairie,3730,0
230,71.26,2015-11-06 10:56:18,Beachwood,5947,0
231,35.79,2015-11-06 18:47:03,Jacksonville Beach,5651,0
232,31.93,2015-11-08 18:51:25,Jasonville,4214,0
233,58.52,2015-11-08 20:56:20,Lindenhurst,3393,0
234,20.04,2015-11-09 23:27:21,Marlton,8011,0
235,38.99,2015-11-10 09:25:43,Flagstaff,5970,0
236,29.46,2015-11-11 14:22:53,Holgate,5621,0
237,31.54,2015-11-12 08:14:57,Laurel Springs,8049,0
238,40.61,2015-11-12 17:31:20,West Memphis,4511,0
239,19.52,2015-11-14 22:20:19,Wayland,9402,0
240,56.71,2015-11-15 19:18:18,Mountlake Terrace,3005,0
241,25.25,2015-11-16 08:21:22,Chesterland,5812,0
242,62.46,2015-11-17 08:19:00,Crystal Lake,5094,0
243,26.92,2015-11-19 03:31:44,Bulverde,3008,0
244,43.36,2015-11-20 00:16:17,Elko,5815,0
245,63.95,2015-11-20 02:29:01,Manor,5655,0
246,40.85,2015-11-20 16:57:52,Clarksville,3722,0
247,21.76,2015-11-22 07:06:12,Huntsville,7549,0
248,43.69,2015-11-22 07:29:58,Stephenville,3393,0
249,27.09,2015-11-22 08:11:06,Ray City,5655,0
250,33.94,2015-11-22 12:51:32,Birmingham,3066,0
251,52.74,2015-11-22 17:52:46,Wilmington,7210,0
252,22.62,2015-11-23 18:30:49,Norwalk,7349,0
253,97.45,2015-11-25 00:16:21,Elyria,3775,0
254,63.42,2015-11-25 07:09:29,Four Oaks,4784,0
255,38.66,2015-11-26 11:54:55,Apex,5541,0
256,259.03,2015-11-27 02:46:23,Banning,3780,0
257,40.39,2015-11-28 13:14:53,San Mateo,7801,0
258,46.79,2015-11-30 01:46:04,Antioch,5045,0
259,39.16,2015-11-30 22:37:10,Cambridge,5816,0
260,50.29,2015-12-02 01:20:43,San Antonio,5541,0
261,65.73,2015-12-02 18:45:43,White Hall,4112,0
262,75.72,2015-12-04 14:09:29,North Aurora,5300,0
263,77.47,2015-12-04 23:57:42,Hickory,3132,0
264,48.25,2015-12-06 19:02:11,Pike Road,5947,0
265,56.59,2015-12-08 00:58:09,Deltona,5300,0
266,52.51,2015-12-08 15:52:26,Seagoville,3722,0
267,29.68,2015-12-09 00:09:50,Hitchcock,3405,0
268,78.34,2015-12-09 13:57:09,Toms River,5045,0
269,47.49,2015-12-09 21:50:27,Hedgesville,4900,0
270,28.09,2015-12-09 22:12:25,Bakersfield,3001,0
271,34.21,2015-12-10 07:58:15,Russellton,3596,0
272,31.41,2015-12-10 13:10:28,Perry,8043,0
273,26.96,2015-12-10 20:26:51,Kimberly,7393,0
274,19.35,2015-12-11 00:58:23,Fellsmere,4829,0
275,15.59,2015-12-11 01:27:26,Roan Mountain,7531,0
276,44.15,2015-12-13 15:47:33,Lucedale,5712,0
277,39.62,2015-12-14 08:47:37,Hellertown,3504,0
278,16.39,2015-12-16 01:53:50,Grand Rapids,3395,0
279,31.97,2015-12-16 15:30:14,Park City,8011,0
280,25.24,2015-12-17 00:38:04,Randolph,5942,0
281,27.64,2015-12-17 06:03:10,Chelsea,1711,0
282,30.34,2015-12-17 11:05:23,Meraux,3001,0
283,51.97,2015-12-17 16:10:49,Corpus Christi,7210,0
284,71.73,2015-12-18 10:16:06,Hayden,5921,0
285,64.32,2015-12-19 01:54:00,Abbeville,3008,0
286,17.95,2015-12-19 12:44:47,Homer,7802,0
287,45.35,2015-12-19 17:52:53,Mc Lain,5813,0
288,24.02,2015-12-19 18:36:57,Walker,3009,0
289,23.14,2015-12-19 19:30:17,Madison,5813,0
290,57.87,2015-12-20 08:49:52,Orlando,7922,0
291,56.58,2015-12-20 11:13:57,Studio City,5193,0
292,30.73,2015-12-21 14:39:29,Horton,5812,0
293,42.14,2015-12-22 13:14:45,Apalachin,5045,0
294,123.14,2015-12-24 01:26:29,El Paso,4784,0
295,47.42,2015-12-24 07:32:22,Safety Harbor,3405,0
296,25.59,2015-12-24 11:45:29,Olive Hill,5193,0
297,21.92,2015-12-24 17:03:04,Del Mar,5045,0
298,38.62,2015-12-25 03:43:17,Lansing,5192,0
299,42.12,2015-12-25 06:35:06,State College,4784,0
300,31.23,2015-12-25 13:23:10,Reading,8062,0
301,59.91,2015-12-26 00:38:37,Washington,5094,0
302,55.24,2015-12-26 03:30:04,Geismar,3640,0
303,34.37,2015-12-26 08:53:43,Rutherfordton,4111,0
304,53.52,2015-12-26 21:10:56,Crowder,3509,0
305,33.67,2015-12-27 02:52:06,Harrisburg,3640,0
306,79.26,2015-12-30 14:26:09,Fowler,7801,0
307,52.78,2015-12-30 20:57:00,Monticello,5310,0
308,41.89,2015-12-31 09:56:21,Long Island City,7393,0
309,15.18,2015-12-31 16:38:17,Little Elm,3008,0
310,64.2,2016-01-01 09:49:49,Redford,5814,0
311,41.39,2016-01-02 12:18:02,Menominee,6300,0
312,66.71,2016-01-02 16:34:43,Taylor,3009,0
313,41.62,2016-01-02 17:56:32,Cuyahoga Falls,8111,0
314,75.51,2016-01-02 18:59:11,Teague,4784,0
315,44.76,2016-01-03 18:24:23,Zionsville,4829,0
316,44.42,2016-01-04 01:23:57,Gloversville,3684,0
317,17.69,2016-01-04 05:19:24,Poughkeepsie,3387,0
318,46.6,2016-01-05 08:39:35,Fort Mill,5251,0
319,66.22,2016-01-06 21:46:29,Centereach,5912,0
320,63.23,2016-01-06 21:56:17,Rego Park,5970,0
321,85.07,2016-01-07 08:53:20,Garland,5942,0
322,25.78,2016-01-10 20:41:34,Renfrew,8041,0
323,33.77,2016-01-11 06:44:00,Freehold,5311,0
324,48.86,2016-01-11 17:25:52,Broad Run,6300,0
325,36.06,2016-01-11 22:29:49,San Diego,7832,0
326,26.71,2016-01-12 11:20:58,Valley Park,5661,0
327,19.63,2016-01-12 13:20:42,North Hollywood,3390,0
328,26.08,2016-01-13 12:44:15,Renner,4829,0
329,64.93,2016-01-13 17:41:06,Jamaica,3596,0
330,76.76,2016-01-14 03:58:37,Del Valle,3775,0
331,34.35,2016-01-14 04:50:22,Mission Hills,3005,0
332,52.19,2016-01-14 21:04:30,Spotsylvania,3389,0
333,14.88,2016-01-14 22:53:49,Anacortes,5045,0
334,51.12,2016-01-15 08:13:51,Cherry Hill,5311,0
335,54.11,2016-01-16 04:34:59,Millsboro,3395,0
336,28.09,2016-01-16 13:47:39,Warrington,5932,0
337,57.35,2016-01-16 21:34:14,Beechmont,5970,0
338,65.22,2016-01-17 23:52:36,Cedar Rapids,7349,0
339,94.66,2016-01-19 17:57:21,Michigantown,8111,0
340,52.37,2016-01-19 23:40:12,Center Barnstead,5211,0
341,29.27,2016-01-21 10:59:08,Alvin,5533,0
342,79.62,2016-01-22 01:57:45,Harvey,5732,0
343,110.45,2016-01-23 03:10:18,Aurora,3722,0
344,9.45,2016-01-23 12:10:53,Porter,5045,0
345,70.94,2016-01-23 18:39:20,Penryn,3132,0
346,29.73,2016-01-23 19:45:53,Lewistown,5411,0
347,52.18,2016-01-25 17:46:16,Culbertson,5970,0
348,80.66,2016-01-30 12:44:06,Gainesville,3132,0
349,37.85,2016-01-31 07:24:32,Round Lake,5310,0
350,27.59,2016-01-31 11:14:53,Puerto Vallarta,5499,0
351,32.96,2016-01-31 17:38:48,Valley Village,8043,0
352,44.73,2016-02-01 22:18:15,Verdi,3058,0
353,66.41,2016-02-03 00:48:00,Norris City,3389,0
354,62.93,2016-02-03 03:48:28,Lewistown,3389,0
355,50.54,2016-02-03 23:50:29,Macclesfield,7801,0
356,73.19,2016-02-04 01:02:31,Luling,4900,0
357,17.92,2016-02-04 13:42:00,Rocky River,4900,0
358,23.07,2016-02-04 18:54:06,Shelton,7922,0
359,32.76,2016-02-04 21:42:49,Hartsville,5411,0
360,40.31,2016-02-06 19:14:31,Pine Prairie,4112,0
361,63.16,2016-02-07 22:37:53,Cary,3387,0
362,30.05,2016-02-08 21:24:20,Hobbs,5655,0
363,87.59,2016-02-09 18:40:56,Pickerington,4722,0
364,51.96,2016-02-10 03:13:55,Linden,5192,0
365,15.25,2016-02-10 03:52:30,Pasadena,5045,0
366,42.07,2016-02-10 08:40:22,East Dennis,3132,0
367,36.9,2016-02-11 14:09:14,Horton,5816,0
368,50.6,2016-02-13 06:44:44,Connellys Springs,5912,0
369,29.17,2016-02-13 07:48:48,Roswell,8041,0
370,83.83,2016-02-13 13:55:41,Shawnee,9402,0
371,37.06,2016-02-16 06:52:52,Taft,5655,0
372,29.42,2016-02-16 16:58:28,Suwanee,5045,0
373,49.21,2016-02-16 21:03:13,Martinsville,4814,0
374,23.49,2016-02-17 07:09:48,Malden,4511,0
375,60.89,2016-02-19 01:44:24,Souderton,4899,0
376,48.52,2016-02-19 04:32:18,Matthews,4784,0
377,64.73,2016-02-20 00:37:09,Lakeville,3000,0
378,71.52,2016-02-20 20:45:31,Rio Rico,5947,0
379,61.85,2016-02-21 19:19:23,Old Town,5722,0
380,26.0,2016-02-21 22:26:27,Cerritos,3780,0
381,45.95,2016-02-22 02:13:07,Bernie,4511,0
382,90.99,2016-02-24 07:46:59,Oakland,3640,0
383,122.03,2016-02-25 08:08:13,Huntington Park,9402,0
384,132.72,2016-02-25 12:11:20,Chalfont,8041,0
385,33.69,2016-02-25 20:07:32,Erie,5621,0
386,69.73,2016-02-26 02:48:41,Rolla,1711,0
387,54.83,2016-02-26 09:22:37,Seagoville,3730,0
388,122.14,2016-02-27 21:13:45,Williston,3000,0
389,41.9,2016-02-27 23:12:41,Port Townsend,3058,0
390,13.69,2016-02-29 15:38:49,Claremont,5719,0
391,78.29,2016-03-01 16:48:24,Mount Kisco,3389,0
392,73.54,2016-03-01 20:52:40,Clinton,3730,0
393,13.37,2016-03-02 11:35:02,Hazelwood,8099,0
394,32.49,2016-03-03 09:11:12,East Elmhurst,4111,0
395,71.45,2016-03-04 09:33:49,Irvine,3008,0
396,61.14,2016-03-04 10:08:27,Wickes,5655,0
397,24.91,2016-03-04 13:12:23,Philadelphia,3640,0
398,45.89,2016-03-05 12:09:34,Tracy,3058,0
399,37.59,2016-03-05 16:41:54,Southaven,7230,0
400,22.21,2016-03-06 13:00:09,Wilmer,3008,0
401,35.09,2016-03-07 07:32:56,Muncie,3389,0
402,65.64,2016-03-08 10:39:05,Laurel Hill,8043,0
403,24.43,2016-03-10 03:07:35,Anacoco,4121,0
404,42.19,2016-03-10 05:37:49,Phenix City,3007,0
405,17.97,2016-03-10 18:47:31,Harmony,5094,0
406,34.41,2016-03-11 09:07:58,Findlay,5251,0
407,50.22,2016-03-11 17:32:33,Monroeville,7538,0
408,44.16,2016-03-11 20:16:45,Omaha,8011,0
409,28.26,2016-03-11 21:09:24,Wooster,7549,0
410,26.95,2016-03-12 00:19:31,Dry Fork,7230,0
411,41.76,2016-03-12 06:50:44,Brentwood,3640,0
412,27.59,2016-03-13 18:56:52,Reno,3722,0
413,53.68,2016-03-15 09:44:18,Hartwell,4900,0
414,67.99,2016-03-15 17:20:08,Claremont,5621,0
415,45.85,2016-03-16 19:09:24,Fairplay,5251,0
416,80.96,2016-03-17 18:23:39,Ruston,5094,0
417,28.87,2016-03-17 20:22:35,Forest Hill,4829,0
418,26.26,2016-03-18 00:51:34,Clinton Township,3730,0
419,21.43,2016-03-18 11:33:03,Greensboro,1711,0
420,23034.29,2016-03-19 13:24:00,Pensacola,7542,1
421,35.05,2016-03-22 12:49:16,Hull,3390,0
422,96.8,2016-03-22 23:27:55,Alexandria,4131,0
423,42.85,2016-03-23 07:32:44,La Mesa,8062,0
424,34.0,2016-03-23 18:25:45,King Of Prussia,3509,0
425,27.96,2016-03-25 11:52:56,Heavener,3780,0
426,57.46,2016-03-25 12:10:07,Conklin,3390,0
427,33.89,2016-03-25 15:20:40,Larwill,5719,0
428,27.98,2016-03-25 19:52:21,Taylors,5947,0
429,30.13,2016-03-28 04:22:36,Crown Point,3260,0
430,31.41,2016-03-28 19:24:14,Solon,3405,0
431,22.56,2016-03-28 22:07:21,Indianapolis,5912,0
432,89.62,2016-03-29 19:46:24,Greenup,5722,0
433,35.5,2016-03-31 00:16:51,North Dartmouth,5813,0
434,42.55,2016-03-31 02:19:47,Corvallis,3144,0
435,67.52,2016-03-31 04:42:49,Sheppard Afb,4121,0
436,43.17,2016-04-03 02:39:37,Manteca,5970,0
437,31.27,2016-04-04 08:07:21,Flint,4899,0
438,31.55,2016-04-04 13:10:10,Campbellton,5813,0
439,53.06,2016-04-04 16:59:56,Central City,3509,0
440,56.83,2016-04-05 12:34:35,Clio,4131,0
441,52.04,2016-04-06 05:09:11,Maryville,3684,0
442,36.38,2016-04-08 10:49:54,Williamston,3780,0
443,69.39,2016-04-09 09:53:03,Gooding,3395,0
444,32.89,2016-04-09 19:46:44,Dover,3771,0
445,81.95,2016-04-10 16:27:02,Elkhart,8099,0
446,69.75,2016-04-12 03:48:07,San Jacinto,7210,0
447,19.63,2016-04-14 13:46:43,Asheville,5921,0
448,44.24,2016-04-15 12:12:19,Bushland,7393,0
449,75.83,2016-04-15 17:55:41,Ojai,5411,0
450,74.25,2016-04-18 05:54:10,Boise,5045,0
451,29.52,2016-04-18 10:12:07,Ransomville,8041,0
452,45.02,2016-04-19 05:57:15,Castalia,3132,0
453,49.84,2016-04-19 19:40:02,Mason,5712,0
454,34.06,2016-04-20 15:31:32,Little Chute,5712,0
455,52.25,2016-04-21 04:45:44,Conrath,7922,0
456,48.16,2016-04-21 15:49:38,Slippery Rock,8062,0
457,91.78,2016-04-21 17:56:14,Kellyville,3775,0
458,62.35,2016-04-21 18:30:34,New Bern,3005,0
459,34.28,2016-04-22 11:39:21,West Orange,3393,0
460,86.28,2016-04-23 20:28:05,Kew Gardens,5211,0
461,137.68,2016-04-24 05:09:31,Gloucester,4900,0
462,22989.01,2016-04-24 09:13:03,New Windsor,3058,1
463,65.48,2016-04-24 16:51:19,Amsterdam,3504,0
464,47.08,2016-04-24 19:53:01,Encino,4829,0
465,43.0,2016-04-25 01:18:56,Waynesboro,3722,0
466,50.9,2016-04-25 05:32:24,Imperial,5310,0
