id,amount,date,merchant_city,mcc,target
65,38.09,2016-01-05 15:19:06,Wayne City,4722,0
66,50.62,2016-01-05 15:20:03,ONLINE,3405,0
67,96.84,2016-01-05 16:49:43,Flagstaff,7549,0
68,66.06,2016-01-05 17:17:59,Wayne City,8062,0
69,14.85,2016-01-05 21:31:58,Wayne City,4722,0
70,14.18,2016-01-05 22:42:30,Wayne City,5311,0
71,26.06,2016-01-05 23:34:59,Wayne City,3260,0
72,26.82,2016-01-06 00:13:49,Wayne City,3132,0
73,23.46,2016-01-06 04:11:55,ONLINE,8062,0
74,32.97,2016-01-06 04:16:49,Wayne City,3007,0
75,44.55,2016-01-06 04:32:34,Blauvelt,4722,0
76,85.05,2016-01-06 05:03:56,Wayne City,3132,0
77,59.01,2016-01-06 05:25:09,Wayne City,7832,0
78,24.36,2016-01-06 05:44:33,Wayne City,3132,0
79,91.76,2016-01-06 07:55:52,Wayne City,3260,0
80,72.2,2016-01-06 09:22:09,Wayne City,7349,0
81,60.65,2016-01-06 13:30:38,Wayne City,5311,0
82,15.09,2016-01-06 13:49:21,ONLINE,5947,0
83,87.36,2016-01-06 14:25:43,Wayne City,3058,0
84,87.98,2016-01-06 17:14:34,Wayne City,5261,0
85,26.43,2016-01-06 17:40:02,Wayne City,8111,0
86,38.76,2016-01-06 20:55:42,Wayne City,3132,0
87,47.49,2016-01-06 21:15:22,Wayne City,3393,0
88,40.57,2016-01-06 22:43:16,Wayne City,8111,0
89,16.73,2016-01-06 23:40:18,Wayne City,5947,0
90,21.95,2016-01-07 00:17:48,Wayne City,5211,0
91,41.84,2016-01-07 01:12:40,Wayne City,5816,0
92,91.56,2016-01-07 01:39:54,Wayne City,8049,0
93,53.85,2016-01-07 02:40:50,Wayne City,8011,0
94,33.0,2016-01-07 02:46:27,Wayne City,7549,0
95,60.64,2016-01-07 04:45:59,Wayne City,5211,0
96,70.6,2016-01-07 05:04:03,Wayne City,7349,0
97,47.63,2016-01-07 05:26:20,Wayne City,3007,0
98,31.82,2016-01-07 05:48:21,Wayne City,4111,0
99,20.94,2016-01-07 09:05:14,Wayne City,7276,0
100,69.84,2016-01-07 09:39:30,Wilmore,4511,0
101,42.27,2016-01-07 10:01:02,Wayne City,3001,0
102,52.85,2016-01-07 10:33:59,ONLINE,3393,0
103,46.96,2016-01-07 11:33:27,Wayne City,3132,0
104,24.71,2016-01-07 14:02:37,Wayne City,3132,0
105,47.04,2016-01-07 14:15:36,Wayne City,8062,0
106,50.76,2016-01-07 14:29:40,Wayne City,3771,0
107,43.85,2016-01-07 15:04:33,Wayne City,8062,0
108,55.64,2016-01-07 16:43:12,Hartville,8062,0
109,33.88,2016-01-07 20:28:24,Wayne City,8111,0
110,35.52,2016-01-07 21:39:21,Wayne City,5947,0
111,69.48,2016-01-07 23:15:46,Wayne City,8111,0
112,35.79,2016-01-08 00:31:21,Wayne City,8062,0
113,36.85,2016-01-08 00:37:00,Wayne City,7276,0
114,38.1,2016-01-08 04:33:56,Wayne City,7802,0
115,70.8,2016-01-08 05:06:35,Forney,3260,0
116,17.43,2016-01-08 05:21:20,Wayne City,5045,0
117,2821.57,2016-01-08 06:32:19,Rowlett,5712,1
118,14.1,2016-01-08 07:13:32,Wayne City,3405,0
119,40.42,2016-01-08 09:07:44,Wayne City,5970,0
120,70.37,2016-01-08 10:13:54,Colmar,5941,0
121,26.13,2016-01-08 10:25:19,Geneva,5261,0
122,44.48,2016-01-08 11:41:09,Wayne City,4511,0
123,48.35,2016-01-08 15:04:22,Wayne City,5947,0
124,68.08,2016-01-08 22:39:17,ONLINE,1711,0
125,42.55,2016-01-08 23:43:39,Wayne City,5211,0
126,4301.11,2016-01-08 23:54:25,ONLINE,5722,1
127,26.37,2016-01-09 00:20:10,ONLINE,3405,0
128,63.59,2016-01-09 02:22:16,Wayne City,1711,0
129,38.65,2016-01-09 03:30:52,Wayne City,5816,0
130,52.77,2016-01-09 07:58:18,Wayne City,7549,0
131,79.99,2016-01-09 12:33:20,Wayne City,3393,0
132,86.26,2016-01-09 13:59:21,Wayne City,4511,0
133,47.5,2016-01-09 14:58:28,Wayne City,7832,0
134,26.9,2016-01-09 15:16:24,Wayne City,5211,0
135,52.49,2016-01-09 16:06:34,ONLINE,3771,0
136,67.16,2016-01-09 20:04:49,Wayne City,5045,0
137,28.08,2016-01-09 23:03:06,Chapel Hill,8043,0
138,99.0,2016-01-10 00:02:43,Wayne City,5211,0
139,124.33,2016-01-10 00:42:58,Wayne City,7276,0
140,83.12,2016-01-10 05:55:20,Wayne City,7832,0
141,33.42,2016-01-10 06:46:59,Fisher,3390,0
142,117.47,2016-01-10 08:45:48,Wayne City,8111,0
143,48.21,2016-01-10 08:51:41,Wayne City,7549,0
144,56.53,2016-01-10 08:55:24,Wayne City,8062,0
145,46.43,2016-01-10 09:31:27,Wayne City,5816,0
146,87.91,2016-01-10 10:00:42,Wayne City,7832,0
147,36.92,2016-01-10 10:25:26,Wayne City,5947,0
148,50.56,2016-01-10 10:48:34,Fort Sill,8062,0
149,73.67,2016-01-10 10:50:26,Wayne City,3005,0
150,80.56,2016-01-10 12:10:26,Wayne City,3260,0
151,39.82,2016-01-10 12:50:28,ONLINE,5970,0
152,43.47,2016-01-10 12:55:46,Wayne City,3007,0
153,30.27,2016-01-10 13:29:31,Oceanside,3005,0
154,71.04,2016-01-10 15:04:24,Wayne City,3132,0
155,40.98,2016-01-10 16:38:58,Wayne City,7349,0
156,45.16,2016-01-10 18:25:05,Wayne City,3260,0
157,33.98,2016-01-10 19:34:38,Wayne City,4900,0
158,59.46,2016-01-10 19:45:36,Wayne City,3001,0
159,10.67,2016-01-10 20:10:31,Wayne City,4900,0
160,92.46,2016-01-10 21:39:29,Wayne City,3005,0
161,43.91,2016-01-11 00:29:15,Wayne City,1711,0
162,56.91,2016-01-11 00:49:04,Wayne City,5814,0
163,42.48,2016-01-11 01:36:38,ONLINE,7801,0
164,17.98,2016-01-11 02:16:46,Wayne City,5816,0
165,99.68,2016-01-11 03:07:21,Wayne City,3001,0
166,39.75,2016-01-11 05:37:30,ONLINE,3771,0
167,33.71,2016-01-11 07:42:10,Wayne City,8111,0
168,34.65,2016-01-11 08:56:59,Pearland,5970,0
169,73.03,2016-01-11 12:18:58,Wayne City,3393,0
170,38.63,2016-01-11 13:12:22,Meraux,7549,0
171,35.65,2016-01-11 19:48:40,Wayne City,7832,0
172,24.62,2016-01-11 22:35:32,Havre,7549,0
173,11.19,2016-01-11 22:55:24,Wayne City,4814,0
174,53.09,2016-01-12 01:06:30,Candor,7801,0
175,187.87,2016-01-12 02:19:52,ONLINE,5311,0
176,54.52,2016-01-12 05:25:24,Wayne City,3405,0
177,13.91,2016-01-12 08:01:02,Wayne City,8062,0
178,86.36,2016-01-12 09:08:17,Far Rockaway,7832,0
179,102.72,2016-01-12 09:16:29,Wayne City,8062,0
180,27.79,2016-01-12 12:50:20,Wayne City,3058,0
181,29.12,2016-01-12 12:52:55,Pasadena,4900,0
182,35.52,2016-01-12 14:15:21,Wayne City,8111,0
183,19.05,2016-01-12 14:34:01,ONLINE,3132,0
184,73.02,2016-01-12 18:16:16,Wayne City,8011,0
185,35.28,2016-01-12 18:33:07,Wayne City,8011,0
186,60.25,2016-01-12 21:59:45,ONLINE,8111,0
187,128.38,2016-01-13 00:03:33,Wayne City,7276,0
188,167.78,2016-01-13 03:27:39,Wayne City,7801,0
189,57.54,2016-01-13 04:38:07,ONLINE,7801,0
190,29.7,2016-01-13 07:20:04,Blacksburg,5261,0
191,57.79,2016-01-13 08:55:52,Wayne City,7801,0
192,45.14,2016-01-13 10:46:42,Wayne City,8111,0
193,68.83,2016-01-13 10:58:56,Wayne City,4784,0
194,72.04,2016-01-13 12:47:03,Wayne City,3001,0
195,25.71,2016-01-13 17:26:53,Wayne City,3058,0
196,37.57,2016-01-13 20:44:21,Wayne City,5970,0
197,134.12,2016-01-13 21:19:47,Wayne City,8011,0
198,60.16,2016-01-14 00:27:26,Wayne City,5211,0
199,45.92,2016-01-14 01:15:17,Wayne City,7549,0
200,113.61,2016-01-14 04:36:26,Wayne City,3007,0
201,56.29,2016-01-14 06:31:57,Wayne City,3007,0
202,27.52,2016-01-14 07:29:35,Wayne City,8011,0
203,65.0,2016-01-14 09:04:52,Wayne City,1711,0
204,31.16,2016-01-14 11:04:41,Wayne City,5211,0
205,34.25,2016-01-14 12:00:34,Wayne City,3058,0
206,33.23,2016-01-14 16:27:55,Wayne City,7349,0
207,33.2,2016-01-14 19:24:24,Wayne City,3771,0
208,50.47,2016-01-14 20:57:22,Wayne City,5311,0
209,87.51,2016-01-14 21:58:53,Wayne City,1711,0
210,71.8,2016-01-15 01:49:43,Wayne City,5261,0
211,38.82,2016-01-15 03:20:29,Wayne City,5813,0
212,54.14,2016-01-15 05:54:28,Wayne City,4814,0
213,27.15,2016-01-15 06:03:31,Wayne City,3005,0
214,46.28,2016-01-15 06:11:52,Wayne City,8011,0
215,24.25,2016-01-15 08:28:13,Wayne City,3390,0
216,10.6,2016-01-15 11:15:36,Wayne City,5947,0
217,103.42,2016-01-15 11:22:41,Wayne City,3132,0
218,82.73,2016-01-15 11:48:33,Wayne City,3405,0
219,51.32,2016-01-15 14:06:13,Wayne City,7349,0
220,30.51,2016-01-15 23:18:40,Wayne City,1711,0
221,343.54,2016-01-15 23:32:59,Wayne City,7832,0
222,184.62,2016-01-16 02:19:23,ONLINE,3640,0
223,26.57,2016-01-16 09:40:45,Wayne City,5947,0
224,98.42,2016-01-16 13:09:31,Wayne City,5655,0
225,28.36,2016-01-16 13:41:03,Wayne City,3393,0
226,24.21,2016-01-16 19:47:11,Wayne City,3393,0
227,66.37,2016-01-16 19:49:35,Wayne City,3390,0
228,27.36,2016-01-17 00:40:26,Wayne City,5261,0
229,59.02,2016-01-17 01:49:14,Wayne City,3405,0
230,40.77,2016-01-17 02:31:21,Wayne City,3058,0
231,96.81,2016-01-17 05:35:56,Wayne City,3007,0
232,59.36,2016-01-17 06:21:07,Sycamore,3771,0
233,16.74,2016-01-17 07:13:51,Wayne City,8111,0
234,89.7,2016-01-17 09:49:03,Wayne City,5947,0
235,45.17,2016-01-17 10:59:00,Wayne City,3393,0
236,48.55,2016-01-17 15:28:35,Wayne City,5816,0
237,35.02,2016-01-17 15:42:34,Bradenton,5970,0
238,50.59,2016-01-17 15:42:44,Wayne City,3405,0
239,49.09,2016-01-17 17:21:36,Wayne City,4511,0
240,52.99,2016-01-17 17:23:42,Joliet,3771,0
241,23.68,2016-01-17 18:06:30,Wayne City,4900,0
242,39.68,2016-01-17 19:33:17,Wayne City,3405,0
243,146.25,2016-01-17 20:00:21,Wayne City,3007,0
244,36.89,2016-01-18 00:32:04,Wayne City,5211,0
245,25.69,2016-01-18 02:44:14,Wayne City,7549,0
246,49.37,2016-01-18 08:20:50,Wayne City,4900,0
247,16.97,2016-01-18 08:55:02,Wayne City,7832,0
248,27.85,2016-01-18 11:40:54,Wayne City,5816,0
249,89.9,2016-01-18 16:56:15,ONLINE,3405,0
250,36.86,2016-01-18 18:00:49,Wayne City,5947,0
251,202.57,2016-01-18 18:14:28,ONLINE,1711,0
252,27.2,2016-01-18 20:26:11,Riverbank,7801,0
253,27.74,2016-01-18 22:37:00,Wayne City,3007,0
254,43.18,2016-01-18 22:48:49,Wayne City,1711,0
255,22.55,2016-01-19 00:05:03,Wayne City,3058,0
256,47.13,2016-01-19 02:07:07,Ewa Beach,8111,0
257,55.88,2016-01-19 04:30:08,Wayne City,5815,0
258,138.06,2016-01-19 09:28:42,Wayne City,7276,0
259,36.5,2016-01-19 10:14:48,Wayne City,5812,0
260,51.08,2016-01-19 17:13:12,Wayne City,8111,0
261,48.98,2016-01-19 22:14:35,ONLINE,8049,0
262,30.95,2016-01-19 22:32:19,Wayne City,8049,0
263,48.91,2016-01-19 23:45:06,Wayne City,8111,0
264,111.28,2016-01-20 00:35:21,ONLINE,5816,0
265,41.85,2016-01-20 00:46:02,Wayne City,3058,0
266,53.9,2016-01-20 01:00:55,Wayne City,5655,0
267,50.82,2016-01-20 06:56:43,Wayne City,4829,0
268,80.29,2016-01-20 07:21:34,Wayne City,1711,0
269,51.04,2016-01-20 13:44:28,Wayne City,5045,0
270,93.36,2016-01-20 14:55:36,Wayne City,7276,0
271,51.59,2016-01-20 15:56:09,Wayne City,7801,0
272,37.3,2016-01-20 17:13:49,Wayne City,5816,0
273,85.4,2016-01-20 20:33:29,Wayne City,3058,0
274,61.7,2016-01-20 21:12:00,Wayne City,8111,0
275,65.98,2016-01-20 21:19:32,Wayne City,5977,0
276,37.31,2016-01-20 21:30:44,Wayne City,8049,0
277,53.98,2016-01-21 03:33:19,Wayne City,1711,0
278,27.28,2016-01-21 05:12:23,Wayne City,8111,0
279,28.34,2016-01-21 05:48:47,Wayne City,3405,0
280,30.8,2016-01-21 07:42:01,Ashley,3730,0
281,27.48,2016-01-21 10:37:05,Wayne City,7549,0
282,36.96,2016-01-21 11:26:42,Wayne City,3132,0
283,39.94,2016-01-21 13:01:23,ONLINE,8011,0
284,70.76,2016-01-21 17:46:01,Wayne City,3001,0
285,43.89,2016-01-21 18:17:48,Jamaica,8111,0
286,39.98,2016-01-21 19:49:17,Wayne City,5311,0
287,97.16,2016-01-21 19:49:29,Wayne City,3007,0
288,40.61,2016-01-21 20:08:58,Wayne City,7549,0
289,45.95,2016-01-21 21:42:21,Wayne City,5211,0
290,17.39,2016-01-21 22:01:55,Hudson,3393,0
291,59.74,2016-01-21 23:42:41,Wayne City,5211,0
292,30.87,2016-01-22 01:39:01,Wayne City,8062,0
293,53.6,2016-01-22 03:54:27,Wayne City,7276,0
294,46.56,2016-01-22 05:09:54,Wayne City,3001,0
295,142.88,2016-01-22 05:12:38,Columbia City,8049,0
296,112.57,2016-01-22 06:01:06,Wayne City,5045,0
297,46.24,2016-01-22 07:34:17,Wayne City,3771,0
298,38.51,2016-01-22 09:10:19,Wayne City,8049,0
299,3256.86,2016-01-22 10:12:52,Scranton,5712,1
300,42.86,2016-01-22 10:23:17,Wayne City,5311,0
301,39.09,2016-01-22 12:47:27,ONLINE,4131,0
302,65.91,2016-01-22 14:19:23,Wayne City,7549,0
303,45.64,2016-01-22 14:45:19,Wayne City,4900,0
304,38.57,2016-01-22 16:45:19,Provo,3001,0
305,37.75,2016-01-22 16:57:42,Wayne City,4511,0
306,101.49,2016-01-22 20:43:44,Wayne City,7349,0
307,93.27,2016-01-22 21:27:08,Wayne City,5816,0
308,69.41,2016-01-22 21:32:39,Wayne City,8111,0
309,170.82,2016-01-22 22:53:42,Wayne City,5211,0
310,71.46,2016-01-23 01:03:57,Wayne City,5261,0
311,61.33,2016-01-23 01:34:11,ONLINE,7276,0
312,59.85,2016-01-23 07:09:26,Wayne City,8049,0
313,29.21,2016-01-23 07:11:11,Wayne City,4722,0
314,150.86,2016-01-23 08:44:27,Calabasas,5947,0
315,75.72,2016-01-23 09:08:28,Wayne City,6300,0
316,27.22,2016-01-23 09:09:26,Ashland,3005,0
317,55.13,2016-01-23 15:35:48,Wayne City,7549,0
318,54.84,2016-01-23 17:06:18,Wayne City,3006,0
319,42.06,2016-01-23 19:14:54,Wayne City,7349,0
320,20.57,2016-01-23 20:56:11,Wayne City,3007,0
321,76.88,2016-01-23 23:00:35,Wayne City,5816,0
322,76.87,2016-01-24 00:19:48,Wayne City,5211,0
323,74.33,2016-01-24 07:31:46,Wayne City,5311,0
324,63.7,2016-01-24 09:45:27,Wayne City,7549,0
325,56.25,2016-01-24 10:16:52,Wayne City,8099,0
326,32.61,2016-01-24 17:01:05,Wayne City,5045,0
327,18.06,2016-01-24 17:35:28,Wayne City,1711,0
328,32.47,2016-01-24 17:40:04,Wayne City,3132,0
329,25.75,2016-01-24 17:48:16,Wayne City,3722,0
330,46.98,2016-01-24 19:33:59,Wayne City,5712,0
331,44.79,2016-01-24 22:27:28,Wayne City,4722,0
332,21.33,2016-01-24 23:42:46,Wayne City,3058,0
333,31.22,2016-01-25 00:33:46,Wayne City,4722,0
334,80.17,2016-01-25 02:03:32,Wayne City,3771,0
335,89.66,2016-01-25 04:49:41,Ogilvie,3260,0
336,43.35,2016-01-25 05:54:32,Wayne City,5261,0
337,23.49,2016-01-25 08:04:46,Wayne City,3771,0
338,32.32,2016-01-25 08:25:52,Wayne City,8011,0
339,52.57,2016-01-25 09:38:58,Wayne City,4900,0
340,46.21,2016-01-25 11:55:47,Nashville,7832,0
341,39.45,2016-01-25 16:33:39,ONLINE,5261,0
342,34.09,2016-01-25 20:48:11,Waynesboro,3405,0
343,13.09,2016-01-26 03:11:20,Wayne City,3405,0
344,25.9,2016-01-26 05:11:13,Wayne City,5814,0
345,63.48,2016-01-26 09:31:56,Wayne City,3001,0
346,36.93,2016-01-26 13:20:18,Wayne City,5947,0
347,55.15,2016-01-26 14:46:37,Wayne City,5311,0
348,32.4,2016-01-26 15:52:39,Wayne City,8049,0
349,30.32,2016-01-26 17:59:57,Wayne City,8049,0
350,22.92,2016-01-26 23:45:00,Wayne City,5311,0
351,46.84,2016-01-27 00:30:43,Wayne City,8111,0
352,22.76,2016-01-27 00:39:12,Wayne City,3000,0
353,27.33,2016-01-27 03:07:49,Wayne City,5311,0
354,79.97,2016-01-27 05:17:47,Wayne City,5411,0
355,25.26,2016-01-27 06:15:59,ONLINE,3058,0
356,18.84,2016-01-27 07:08:44,Wayne City,3005,0
357,46.17,2016-01-27 09:30:10,Wayne City,5970,0
358,63.38,2016-01-27 13:49:56,Wayne City,3005,0
359,51.2,2016-01-27 14:00:54,Wayne City,3001,0
360,49.56,2016-01-27 18:09:06,Wayne City,8062,0
361,17.4,2016-01-27 19:25:10,Wayne City,7210,0
362,17.58,2016-01-27 19:41:37,Wayne City,7549,0
363,32.64,2016-01-27 20:31:46,Wayne City,3393,0
364,133.3,2016-01-27 22:34:40,Wayne City,3132,0
365,22.18,2016-01-27 23:42:46,ONLINE,3405,0
366,58.77,2016-01-28 00:19:06,Wayne City,8062,0
367,72.43,2016-01-28 02:10:21,Wayne City,7349,0
368,138.46,2016-01-28 05:30:34,Wayne City,3058,0
369,45.73,2016-01-28 08:51:22,Wayne City,3771,0
370,90.21,2016-01-28 09:11:12,Wayne City,8049,0
371,118.75,2016-01-28 11:27:56,ONLINE,5311,0
372,51.95,2016-01-28 11:30:07,Del Mar,5045,0
373,47.37,2016-01-28 11:32:25,Wayne City,8111,0
374,99.0,2016-01-28 12:13:53,Wayne City,5045,0
375,261.57,2016-01-28 14:15:34,Wayne City,5045,0
376,62.21,2016-01-28 15:01:07,Wayne City,7922,0
377,32.23,2016-01-28 17:57:50,Wayne City,4722,0
378,50.9,2016-01-28 19:02:11,Central City,5311,0
379,53.37,2016-01-28 20:15:12,Wayne City,7801,0
380,75.25,2016-01-28 20:15:56,Elizabeth,4900,0
381,46.09,2016-01-28 20:23:38,Wayne City,5211,0
382,16.13,2016-01-28 20:59:34,Kinmundy,5733,0
383,46.71,2016-01-29 01:51:13,Wayne City,7549,0
384,190.21,2016-01-29 10:17:09,Wayne City,3260,0
385,25.66,2016-01-29 14:16:15,Wayne City,3260,0
386,40.52,2016-01-29 16:17:16,Wayne City,5970,0
387,34.87,2016-01-29 17:12:38,ONLINE,5311,0
388,108.04,2016-01-29 17:25:29,Wayne City,5947,0
389,28.44,2016-01-29 17:34:54,ONLINE,7349,0
390,4243.94,2016-01-29 17:56:48,Greeneville,3504,1
391,107.04,2016-01-29 18:13:16,Wayne City,5261,0
392,40.91,2016-01-29 22:10:42,ONLINE,7801,0
393,60.22,2016-01-29 23:10:07,Wayne City,7801,0
394,27.01,2016-01-30 02:32:54,Wayne City,3390,0
395,83.42,2016-01-30 02:46:08,Harrietta,3260,0
396,16.81,2016-01-30 03:41:28,Wayne City,3000,0
397,11.29,2016-01-30 06:10:16,Chicago Heights,4722,0
398,72.0,2016-01-30 07:19:39,Wayne City,3001,0
399,64.34,2016-01-30 08:04:15,Wayne City,3390,0
400,67.98,2016-01-30 08:48:32,Arkoma,8111,0
401,56.85,2016-01-30 13:43:35,Wayne City,3405,0
402,39.35,2016-01-30 16:13:02,Wayne City,3390,0
403,77.57,2016-01-30 20:03:47,Wayne City,8041,0
404,27.55,2016-01-30 20:29:29,Parkers Prairie,3405,0
405,27.21,2016-01-30 21:17:01,Wayne City,3000,0
406,28.36,2016-01-30 22:21:51,Wayne City,3058,0
407,103.03,2016-01-30 22:23:36,Wayne City,5970,0
408,104.4,2016-01-31 05:41:21,Houston,7276,0
409,20.22,2016-01-31 06:12:23,Wayne City,7349,0
410,50.75,2016-01-31 06:47:21,Wayne City,3008,0
411,40.94,2016-01-31 07:15:13,ONLINE,7801,0
412,111.07,2016-01-31 07:19:52,Wayne City,7349,0
413,23.23,2016-01-31 07:59:43,ONLINE,3390,0
414,42.86,2016-01-31 09:18:20,Munroe Falls,7832,0
415,51.62,2016-01-31 15:40:28,Wayne City,3389,0
416,58.98,2016-01-31 21:46:08,Wayne City,3771,0
417,68.12,2016-02-01 00:28:47,Wayne City,8011,0
418,30.3,2016-02-01 03:06:09,Wayne City,5211,0
419,130.34,2016-02-01 04:45:18,Wayne City,3007,0
420,84.98,2016-02-01 05:42:09,Wayne City,7801,0
421,38.42,2016-02-01 05:52:01,Wayne City,7995,0
422,86.33,2016-02-01 05:53:49,Wayne City,3132,0
423,57.97,2016-02-01 07:40:36,Wayne City,7832,0
424,34.37,2016-02-01 10:57:59,Cadiz,7349,0
425,28.29,2016-02-01 11:01:04,Wayne City,7276,0
426,44.21,2016-02-01 11:33:16,ONLINE,3256,0
427,1555.89,2016-02-01 12:03:15,Wayne City,5732,1
428,38.26,2016-02-01 14:56:00,Pine Bluff,7549,0
429,28.99,2016-02-01 15:27:51,Wayne City,3390,0
430,60.45,2016-02-01 17:11:28,ONLINE,5947,0
431,51.8,2016-02-01 17:21:42,Wayne City,3001,0
432,61.11,2016-02-01 19:42:07,ONLINE,4814,0
433,97.24,2016-02-01 21:42:07,Wayne City,5970,0
434,36.31,2016-02-01 22:43:52,Wayne City,3260,0
435,26.49,2016-02-02 01:46:43,Wayne City,3001,0
436,85.92,2016-02-02 04:37:48,ONLINE,8049,0
437,53.82,2016-02-02 05:53:44,Wayne City,7801,0
438,25.53,2016-02-02 06:46:51,Perry,3260,0
439,51.47,2016-02-02 11:13:32,Wayne City,4722,0
440,42.25,2016-02-02 12:00:21,Hoffman Estates,3007,0
441,23.78,2016-02-02 14:19:56,Wayne City,5816,0
442,50.17,2016-02-02 22:47:03,Wayne City,3007,0
443,67.13,2016-02-02 22:54:53,Wayne City,5941,0
444,56.45,2016-02-03 01:26:31,Wayne City,5211,0
445,86.67,2016-02-03 03:29:28,ONLINE,3405,0
446,26.84,2016-02-03 03:33:31,Wayne City,8062,0
447,62.44,2016-02-03 04:06:56,Wayne City,3405,0
448,33.57,2016-02-03 04:15:33,Wayne City,5045,0
449,26.04,2016-02-03 04:18:11,Wayne City,1711,0
450,50.48,2016-02-03 04:49:30,Wayne City,3058,0
451,38.45,2016-02-03 04:57:56,Wayne City,5816,0
452,37.1,2016-02-03 05:09:37,Wayne City,5261,0
453,45.42,2016-02-03 07:17:27,Wayne City,3001,0
454,68.17,2016-02-03 12:18:12,Wayne City,5211,0
455,89.2,2016-02-03 12:39:11,Wayne City,3390,0
456,28.87,2016-02-03 13:06:52,Wayne City,5947,0
457,29.44,2016-02-03 13:42:20,Wayne City,3390,0
458,73.6,2016-02-03 14:44:15,Wayne City,3007,0
459,32.51,2016-02-03 15:48:57,Wayne City,5300,0
460,34.42,2016-02-03 15:50:23,ONLINE,5311,0
461,27.4,2016-02-03 16:29:59,Wayne City,5947,0
462,27.55,2016-02-03 17:23:01,Wayne City,5533,0
463,9691.52,2016-02-03 18:39:45,Lawrence,4411,1
464,49.57,2016-02-03 19:11:11,Wayne City,5261,0
