transaction_id,date,amount,merchant_name,transaction_type,location,recurrence_flag,login_attempts,transaction_duration,day_of_week,is_weekend,rolling_mean_3mo_amount,rolling_std_3mo_amount,time_since_last_tx_days,is_anomaly
801917c3-b308-49e5-8ddf-19d5aab7d5af,2022-07-12,0.5,M089,Credit,San Jose,False,1,144.9133975632093,1,False,0.5390438736094679,0.0976199148819498,2.0,True
8b1b84e0-71e6-47e9-b30d-45ac24013350,2023-06-26,1251.03,M012,Debit,Sacramento,True,0,152.0139923281845,0,False,1352.1700876000637,203.7739973797605,1.0,False
e51a761c-2eae-4c54-9eba-300d6525c025,2024-01-18,270.16,M028,Debit,New York,True,0,97.24955564066305,3,False,245.44246548777065,36.25909261344787,2.0,False
1b21ae15-dce8-45e4-9173-8c3f12a18966,2022-07-26,216.96,M003,Credit,Charlotte,False,0,166.48734733412212,1,False,235.58185023818424,37.23544229274919,2.0,False
eb99cdc3-34ef-4c88-9186-d31039ebfc83,2024-04-03,718.46,M001,Credit,Louisville,False,0,38.48059291922709,2,False,708.3319700539106,73.08637910894265,0.5,False
c157fcc2-1318-422c-879a-07c445994730,2023-09-04,163.75,M023,Credit,San Jose,False,1,227.88756560303108,0,False,195.33640979953023,21.613814471811946,30.0,False
9b560859-44fc-4f6f-8f60-d2d54869a66b,2022-11-08,230.74,M066,Credit,Atlanta,True,1,298.1917787905936,1,False,227.5581109189461,15.528311082042556,60.0,False
b3335faf-c9f8-44b0-a351-aec8f90dcc45,2023-10-02,0.5,M095,Debit,Kansas City,False,1,65.69480347773124,0,False,0.5050643645696494,0.043922548188417,60.0,False
0de72a75-c711-4184-bb01-44ba8e56cdf5,2022-07-04,25420.584996560803,M052,Debit,Sacramento,False,0,141.53527299503082,0,False,672.6184429050984,117.7024865194467,2.0,True
720f6680-9cab-4ecc-a1d4-7743c899bcd3,2022-07-27,0.5,M009,Debit,Seattle,False,0,110.65326956595376,2,False,0.4968642642085101,0.0802577516107689,10.0,False
ef610f57-0838-4e6d-9470-fdf93061b1c0,2024-10-01,221.07,M079,Debit,Baltimore,False,1,31.281531711286377,1,False,178.79046393963372,22.63152312201152,60.0,False
3913081f-2331-4060-944e-46f9ad3eb3c5,2024-11-06,196.46,M068,Debit,Raleigh,False,1,210.58190158727703,2,False,219.98758648818057,35.122236575643676,1.0,True
ea785fdd-d074-4bf7-b0bb-662a6259aa98,2023-03-19,270.59,M100,Credit,Philadelphia,True,1,230.05156369696857,6,True,320.1631744711421,37.838200863751176,0.5,False
3e3f2ad5-8178-4a89-af58-6c76db1fa7d9,2023-04-14,373.57,M026,Credit,Virginia Beach,False,0,181.3684428365631,4,False,348.9110087992135,23.76613180400773,1.0,False
77ec8a40-be7d-4f68-8d83-20f5751ccb5d,2022-01-27,662.14,M066,Debit,San Francisco,False,0,179.56964037370955,3,False,568.2345053925186,116.84303975511092,0.5,False
10c6ce55-246c-4c53-9979-4e6932b46bc8,2024-03-03,723.58,M054,Credit,Indianapolis,False,1,78.2657714502211,6,True,860.4681935018616,65.97931950038061,5.0,False
cfcf5c12-b7a7-499a-8d9c-59afbab4aafd,2022-09-03,333.96,M027,Credit,El Paso,False,0,110.98056803587068,5,True,382.6487178770343,41.49162232058137,10.0,False
7f89ea66-092c-4745-b2ed-6c948fa86d16,2023-01-16,0.5,M042,Debit,New York,False,1,96.57019048832086,0,False,0.4901392519300809,0.0982279622329439,0.5,False
0f2ad5a3-5e97-4543-8b00-3324459b57db,2023-06-01,0.5,M078,Credit,San Diego,False,0,137.82870766164584,3,False,0.5042782695561836,0.0724186356736544,2.0,False
e38d557f-9e2e-49c0-b368-607a2709251e,2023-12-18,834.14,M056,Credit,Memphis,True,1,180.14502587327837,0,False,795.1730942596697,48.235354206462944,2.0,False
1b0fa329-957b-440d-b7c3-74f170ff057a,2023-09-26,197.42,M043,Credit,Seattle,False,0,64.98653978303747,1,False,216.8077550407411,23.514194547593775,180.0,True
1c97de81-d12d-429f-9a8d-50be516da6cb,2024-10-12,0.5,M007,Credit,Louisville,True,1,183.31484677314975,5,True,0.4321592292234542,0.0915651770171923,1.0,False
3bc13d4a-4728-4397-8aa2-f33cb2b146d2,2022-09-21,649.96,M093,Debit,Dallas,False,0,75.25760859325602,2,False,566.0016673431984,83.71347741475913,5.0,False
d80441ab-08a2-4491-b95b-a3181d573522,2022-03-23,604.5,M062,Debit,Memphis,False,1,119.73122456021603,2,False,580.2608082467684,60.49048051139651,60.0,False
39c4c13f-cdf7-4916-acad-9ce7cd23340e,2023-03-24,0.5,M019,Debit,Louisville,True,1,154.59529942607753,4,False,0.4479491953679285,0.0427753783918451,0.5,False
6de9ad3c-d00f-46f5-8539-328daebf1e82,2023-07-03,364.0,M018,Credit,Portland,False,1,71.03415228741731,0,False,294.77462328651086,72.5140172235413,365.0,True
129868f4-882d-43dd-b245-2592b46dc090,2023-08-19,176.07,M085,Credit,Kansas City,False,1,58.731045930515755,5,True,202.89819517380545,10.709133767739688,0.5,False
e2f50e71-1d05-4876-82bf-cbffba009d13,2023-07-08,16492.747472786497,M066,Debit,Fort Worth,False,0,89.81664179226645,5,True,388.9857033767678,79.65252130581307,1.0,True
e376c241-1543-4d60-8aa2-180a11115eb1,2022-06-22,499.84,M081,Debit,San Diego,False,0,109.2702007588323,2,False,507.899565609638,81.41051148568454,1.0,False
cb9c6703-842e-4742-974c-0cc48c3f3c98,2022-03-22,695.91,M017,Debit,Los Angeles,True,1,99.57367332243382,1,False,772.7631062640329,44.15203852346418,1.0,False
e3b5912e-f13d-47e1-a99e-d5d207dc04ee,2024-12-18,96.66,M071,Debit,Milwaukee,False,0,202.83975051063615,2,False,115.3108660604356,16.710073697085754,30.0,False
5a6fbc71-01c2-4d6a-818f-af337e1d50b1,2023-11-06,342.56,M072,Credit,Louisville,False,0,115.16531921603836,0,False,406.10164950538007,42.113393908343525,60.0,False
401397c2-97c4-4e64-ab33-60f1ddc20e20,2022-09-29,39.33,M056,Debit,New York,False,1,229.47722341450975,3,False,36.90140628368307,2.069749131664302,0.5,False
7598b731-84d5-490d-a7f8-a67a0c16f8ce,2023-03-04,0.5,M026,Debit,Albuquerque,False,0,162.10897966898312,5,True,0.4379638063843579,0.0682499508575077,1.0,False
09099ccf-d320-4228-926d-87b130a3d2ab,2023-07-22,0.5,M029,Credit,Fort Worth,True,0,40.571354869241766,5,True,0.4345552047562832,0.0589021575263875,60.0,False
c29746f5-d959-4775-8171-f8143fde26b7,2022-05-11,697.07,M098,Credit,Raleigh,False,1,203.21341285347225,2,False,807.2163111169683,77.65353282081598,5.0,False
3fe2ca93-053c-4c3c-8a3c-7db8df9b2d57,2023-01-27,362.78,M034,Credit,Louisville,False,0,186.53325365583015,4,False,379.50491685564367,70.78855539682003,0.5,False
d075642e-112f-45c4-9368-f61f065d8c3b,2024-10-30,264.3,M007,Credit,Philadelphia,False,1,70.00589890581935,2,False,240.7803681767977,39.51318326876032,30.0,True
dd46be47-d2cf-49fe-ba87-91bdf5949bb2,2022-05-07,324.5,M020,Debit,Memphis,False,0,137.96721238297786,5,True,377.24951821827904,39.33338325178524,60.0,False
1925605a-1448-48e9-ba29-76708ff933c2,2022-08-12,618.31,M086,Credit,Oklahoma City,False,1,190.71788380682375,4,False,674.9438721009524,78.60197346468306,60.0,False
b767ba61-c9ab-4c13-a95d-f874c5b02de3,2022-01-17,695.2,M039,Credit,Raleigh,False,1,71.09462293401413,0,False,561.7639693013577,78.51955902892088,0.001,True
a053bce0-1a92-4359-8d03-6be7666c53c9,2024-04-05,0.5,M086,Debit,El Paso,False,1,56.49566266094175,4,False,0.4754626800789058,0.0829449022867962,2.0,False
ff985110-2d80-4387-920a-2c19215787e9,2023-12-01,120.51,M034,Debit,Phoenix,False,1,80.02884706669465,4,False,102.4169370996146,8.904298829184889,5.0,False
e1b3747f-befe-404d-9422-fef1128a5a54,2022-07-25,151.94,M059,Debit,Louisville,False,1,269.4935979133956,0,False,171.2962792759337,27.086498073625773,30.0,False
e725d49f-51ba-47a9-8714-22eea1d2d936,2024-08-26,0.5,M034,Debit,Milwaukee,False,1,137.56240041575202,0,False,0.517389326516869,0.0269268729749514,10.0,False
936b9ac4-79a9-4dcd-a4e2-d500d7a313f8,2022-02-13,371.15,M032,Debit,Indianapolis,True,1,20.55504556450944,6,True,325.197576352349,19.35585573051424,5.0,False
ca0e752a-2c23-485e-92d2-7a09981e02f4,2022-02-16,470.57,M080,Debit,Miami,False,1,131.9021087911232,2,False,474.312890157313,65.24164847547183,1.0,False
80308c03-1004-4242-95ec-99813b18cabb,2023-05-12,369.76,M021,Debit,Charlotte,True,0,146.48062804922077,4,False,309.02203437453716,57.5659327318307,5.0,False
f5226ced-5459-4bf9-9c90-9e006b897234,2022-12-17,60.55,M078,Debit,San Jose,False,1,164.93287813763368,5,True,58.005840037512634,9.703918192917214,5.0,False
baeb49ec-6dc0-4c49-9c02-7ee3c5868e10,2022-05-22,0.5,M094,Debit,Milwaukee,False,1,121.1740428346938,6,True,0.5755590353953463,0.0912970630217977,0.5,False
7d886103-1ba0-4b62-9396-46dfff469f1c,2024-06-08,12724.41881482668,M030,Credit,Oklahoma City,False,0,100.20078870238368,5,True,628.3606750483988,65.45960157577318,5.0,True
b59be292-3103-4434-85c3-cc1040bc4313,2023-09-02,176.82,M065,Credit,El Paso,False,1,109.92239554143224,5,True,166.66477414164228,15.156426336817953,60.0,False
f697bed2-227e-4d4d-840b-5a836c40840b,2024-01-07,16038.0748019626,M014,Credit,Houston,False,1,89.24494459366518,6,True,539.7208170327415,40.92839895178566,10.0,True
904888ac-f963-4903-a001-f763f221800a,2023-04-28,0.5,M100,Debit,Indianapolis,False,2,39.15382016776249,4,False,0.4149858853358405,0.0291697492370301,2.0,False
b1e18e30-adbd-4d19-b4ca-14541a404bfd,2024-12-07,340.27,M098,Credit,Louisville,False,2,2.2347901760380977,5,True,276.7860437626718,17.454799600598975,0.5,False
791efa70-9858-4a63-9bcf-1062f20a2056,2022-05-17,536.26,M022,Debit,Virginia Beach,False,1,172.4012920283936,1,False,447.5454091649519,86.90105030697066,0.5,False
274aea2a-164f-4016-9a1d-9b27813da63a,2023-12-11,0.5,M011,Debit,Indianapolis,False,0,91.48282066757092,0,False,0.5709998420734754,0.0255463537423408,5.0,False
d8fe188b-aaeb-4375-86be-10f047c6133f,2024-05-06,312.23,M020,Debit,Mesa,False,1,65.36205211388281,0,False,279.91295402629146,25.759177730988085,60.0,False
153bce45-6315-48fe-af8e-13cc028e02a7,2022-05-02,22.688752064919523,M064,Debit,Portland,False,0,208.67759743439632,0,False,0.4001736776880147,0.0661965015613906,1.0,True
49a3e857-e020-4168-acbe-c897a387e27d,2023-04-08,472.23,M039,Debit,Indianapolis,False,1,84.18689245243928,5,True,510.9239274022085,90.55619163897732,1.0,False
0d30723d-d1fa-4e88-bab4-0fcafa755d85,2022-10-27,74.3,M004,Credit,Columbus,False,0,109.3686383731792,3,False,76.44948585223241,10.440793734439342,10.0,False
71a4cc52-ce4e-49e7-ade0-05439753d324,2023-11-12,0.5,M011,Credit,Phoenix,False,1,21.35455611459291,6,True,0.4333491230214212,0.0426873038851933,2.0,False
7a543ea1-ad0d-49bf-a7c3-a205fab66bc4,2022-01-24,365.39,M030,Credit,Raleigh,False,1,89.07190952220205,0,False,331.2361575930479,26.493071875638528,5.0,False
ec2b0c01-38c2-45ea-b6e9-2dba9fccf855,2022-08-11,290.47,M051,Debit,Raleigh,False,1,1.0,3,False,309.9884888994811,40.98096599958907,60.0,False
89f59113-c600-4c20-a181-d1bdaa9c8554,2023-06-30,6637.933212322305,M002,Credit,Oklahoma City,False,0,110.1321398093036,4,False,376.0681702354493,84.02913308396764,30.0,True
4a9a0efe-0763-4fb9-87ae-922ec80081e2,2023-07-15,0.5,M006,Debit,Seattle,False,0,20.433536427094367,5,True,0.5197070767865,0.0306828739154045,0.5,False
ad80f0f6-9844-4800-9425-d5a2f083d137,2024-09-12,429.7,M006,Credit,Charlotte,False,1,159.56562571275816,3,False,444.7152834685916,31.076743508919485,2.0,False
9b765852-3e3f-464f-842c-9a3bcc7dd3f3,2022-10-03,0.5,M089,Credit,Milwaukee,False,0,160.7365134885091,0,False,0.4176125756365169,0.0776879053822731,2.0,False
5f619d51-1b5e-4bfc-8dd1-ee0daaa53aa6,2022-10-29,107.29,M041,Debit,Memphis,False,1,191.99537069645584,5,True,88.47349311252756,12.151521298008085,10.0,False
5f15b4b6-b234-431b-aa34-dff359a71296,2023-03-16,131.27,M005,Credit,Boston,False,1,96.46818517841837,3,False,127.11516096966795,11.62493695760228,10.0,False
fcd879eb-944d-4b9e-8770-69bd88ecff9d,2023-05-03,528.4,M039,Credit,San Jose,False,0,70.73504812271683,2,False,436.2557491401901,83.91472870002588,0.5,False
55593250-b7e6-4e02-a90a-d742c33fe2eb,2024-03-17,282.68,M091,Credit,San Jose,True,1,17.890958194720998,6,True,287.51542587065074,34.5039292212315,30.0,False
c0567063-9f78-43e6-bc66-af0ca4624a20,2023-08-24,136.35,M074,Debit,Baltimore,False,1,1.0,3,False,136.3081523665809,9.384049692070334,60.0,False
79dd1d89-6fcf-4c41-8813-bd3464107ccd,2022-03-14,101.54,M059,Debit,Albuquerque,False,1,114.45166653192624,0,False,107.77405527232509,14.394895950998322,2.0,False
6429f702-2671-475b-b803-41a3e718ddcb,2023-11-17,291.33,M096,Credit,Chicago,True,1,165.93184824469293,4,False,257.4586145620033,41.529117541277685,0.5,False
d336b689-1ec0-403c-87c8-4c0c61240f3a,2023-07-23,1172.74,M092,Credit,San Francisco,False,0,11.752545467485652,6,True,1285.717892142476,71.33022280034666,1.0,False
84ae1619-b8b3-4252-a149-093ae5c61631,2023-05-25,8163.5267759526705,M019,Debit,Boston,False,1,99.199795166595,3,False,236.32148571736928,36.32560462405449,60.0,True
38d70a7b-e18c-44fe-b156-b7758af3ef5e,2023-02-22,0.5,M053,Credit,Philadelphia,False,1,187.149577315116,2,False,0.5797585783212593,0.0321774383556376,10.0,False
039094ea-2cc9-4e9c-a0f6-0d0ba96ad709,2024-02-15,4216.5811512422,M100,Debit,Austin,False,0,13.261667814641532,3,False,177.88894736431837,38.94641932606375,0.5,True
79bb999c-b0c3-4140-8e15-917ca4ad0dfa,2022-02-26,0.5,M065,Debit,Chicago,True,0,203.07323793497352,5,True,0.5921714980530102,0.0328815829960048,0.5,False
067f69d1-27c3-4379-b1d8-e4926ff12642,2022-01-08,194.51,M078,Credit,San Antonio,False,1,134.543757774194,5,True,213.6295422760851,19.801435358567865,2.0,False
3ed89bcb-1285-414b-973c-73991b01d762,2024-07-19,0.5,M047,Debit,Detroit,True,0,225.89894042774753,4,False,0.4233082471542339,0.0375126730044803,5.0,False
98e28f48-304d-4ecd-a0c7-927b7d92ab5f,2023-10-21,68.85,M049,Credit,Portland,False,2,104.45389048452424,5,True,58.950895204921224,10.210957864665453,90.0,True
8f209127-eb0e-4789-ba27-7e9d3a4b6c8b,2023-11-23,0.5,M063,Debit,Detroit,True,1,120.43507790597182,3,False,0.4476601364407558,0.0495237402943552,30.0,False
b62e9fe4-56ad-4acf-a3d1-915e592915cd,2023-06-24,58.19,M095,Credit,Fresno,True,1,136.7428144373732,5,True,59.44220784346465,4.588281942663462,30.0,False
9f2a8dcf-d915-4844-a06c-a80ce72ea196,2023-12-23,28.45,M061,Credit,Phoenix,True,1,85.14636867608294,5,True,27.248680109865436,1.4290295417248915,0.5,False
c9075760-beb9-4681-be10-b2f62d617cbb,2023-11-29,0.5,M051,Credit,Austin,False,0,1.0,2,False,0.5940986175717663,0.0997259520721242,1.0,False
5bdd013f-3dc4-44f4-9d9e-04251626525b,2022-01-06,363.79,M016,Credit,Mesa,False,0,80.80834970080988,3,False,369.33797155777785,33.02252072487464,10.0,False
2853e6f7-eb49-4ace-ac57-c685ce2e6885,2023-01-23,146.27,M092,Credit,Denver,False,1,81.10791400386928,0,False,138.03139257665634,29.09731206046696,2.0,False
e615de8f-0f58-42e5-a81b-e73ae3c1a615,2024-03-06,571.08,M022,Debit,Albuquerque,False,1,101.69961724230376,2,False,612.0094861866727,87.9807147173006,30.0,False
c7108441-4667-4a49-a35f-7cacd507374d,2022-05-02,163.44,M026,Credit,Albuquerque,False,0,89.30077046241205,0,False,157.29403969380058,19.0481980445055,1.0,False
68783911-869b-4554-97c7-b2e8a785bc3e,2023-03-06,451.34,M057,Debit,Miami,False,1,1.0,0,False,536.4183682813564,49.92635016089674,5.0,False
e23415c4-8405-422a-983d-a37dcb12a9c9,2023-09-20,901.47,M011,Debit,Dallas,False,1,94.40249386755065,2,False,1077.9532587532726,77.0119818727976,5.0,False
1d2ad88c-433c-4459-9c12-97a230756b1f,2024-07-02,757.5,M057,Credit,San Diego,False,0,190.92636466817504,1,False,741.3401066133,96.54856971830569,5.0,False
abc25194-f808-40f2-85c2-7c58645354bf,2022-09-28,236.98,M029,Debit,Virginia Beach,False,1,35.250979933746166,2,False,278.43618110323985,30.088725849662872,0.5,False
a0905862-0843-46a3-8115-6af8f7bc6d3a,2024-02-03,548.24,M088,Credit,San Diego,False,1,265.83966441166694,5,True,623.3165280136242,58.04182846530664,1.0,False
3c7fe1d4-6720-44af-a24a-5e1ff377c46c,2022-08-27,59.52,M077,Debit,Denver,False,1,41.8249442389235,5,True,64.42190243498257,11.770830509394443,2.0,False
3664cb4b-cb08-4097-9c13-ce17b883295f,2023-05-31,422.53,M057,Credit,Los Angeles,True,0,1.9074495709307824,2,False,344.5310125419031,71.65383127618328,5.0,False
a205d063-facf-4910-b491-850e618a7459,2024-08-18,63.41,M074,Debit,Mesa,False,1,95.2077343048863,6,True,68.77894051439479,9.156881139923344,60.0,False
ff5ec6c1-4681-41a0-9a15-79ab1bc24414,2023-08-11,0.5,M021,Debit,Louisville,False,2,197.4628689180759,4,False,0.5014834221916317,0.0603161156264482,0.5,False
2cb6d617-d3f0-4d06-8189-f744f420a626,2022-11-13,0.5,M097,Credit,Milwaukee,False,1,1.0,6,True,0.4344196302762525,0.0938392008487725,0.5,False
f8fa354b-05be-48e9-85de-cd61ad07c12e,2022-10-17,459.07,M093,Credit,Tucson,False,1,109.78731925505396,0,False,459.92589721643486,44.79272073818259,2.0,False
335345ff-d2d5-4a57-a43e-84d7f6bc2e86,2024-03-02,0.5,M057,Credit,Louisville,True,0,182.4222450006833,5,True,0.5984777510773269,0.0586920279672768,60.0,False
1bc3d3ce-f392-4d47-ae8e-30f2a4d8d79b,2023-07-14,53.85,M038,Credit,Colorado Springs,False,0,73.6549293006591,4,False,46.14984736120807,5.762644985737894,10.0,False
0c779d87-678b-4160-ab42-2c410ec71b5c,2022-10-29,6.655248421327073,M021,Credit,Albuquerque,False,1,117.1976585729758,5,True,0.4868574572542428,0.080093568086537,5.0,True
c9261c74-136f-48bf-809d-b4e338949a9e,2024-02-21,0.75,M008,Debit,Indianapolis,False,1,169.36104518202413,2,False,0.8402792052343669,0.1307741970534157,2.0,False
1671e067-4e81-46f3-98bc-6f438634d5bd,2024-01-21,0.5,M050,Credit,Tucson,False,0,18.357620404238457,6,True,0.4121046875596502,0.0701617252473778,60.0,False
99fc2709-8431-41fc-b485-3d1c9025b8b2,2022-03-31,1077.84,M093,Debit,Mesa,True,2,82.40550764989264,3,False,898.9976555896026,59.28606738718815,2.0,False
2760ea5f-0cce-4612-b249-514a9f316967,2023-12-03,644.11,M063,Credit,Austin,False,0,154.8727930209018,6,True,706.8316553989514,65.4586613898007,10.0,False
b73e4b20-20bf-4858-aa9d-a7738618dd68,2023-03-28,70.64,M006,Credit,El Paso,False,1,212.27447457637732,1,False,72.4443540939181,12.712809734689374,5.0,False
8779afe7-6d1a-4018-b216-a2fbb4f90342,2023-07-16,397.05,M036,Debit,Kansas City,False,0,219.02687413918136,6,True,387.0293784807088,70.82536337974287,5.0,False
33fd80fc-b273-4cbd-ae9d-139d67ff54ee,2022-07-25,867.43,M032,Debit,Columbus,False,1,102.09678223294534,0,False,997.0292432286718,52.74417851736767,5.0,False
fdd07f39-2f5d-4834-8ea6-ccd4b8342952,2024-08-13,114.12,M065,Debit,Sacramento,True,1,179.28166579484144,1,False,131.2121175579993,11.558183385752931,365.0,True
3b6c4422-b3f6-46b9-8322-b3d622a5bb56,2022-03-29,650.63,M041,Debit,Atlanta,False,1,89.59369935321287,1,False,575.7485135200944,102.14500058184892,10.0,False
7782452a-a115-43e8-b657-12f99c8825b5,2024-08-14,0.5,M097,Credit,Austin,False,0,144.10576419134088,2,False,0.5961134660796428,0.0701757086470915,30.0,False
2a1340cb-938f-4e8b-be47-123d4420ac04,2023-11-06,5179.479309486415,M055,Debit,Oklahoma City,False,2,23.012993474740668,0,False,320.29979545410595,57.77571383986949,1.0,True
a04956b8-cd95-44c1-b7c1-fa7d7df6476d,2023-06-01,1013.22,M061,Credit,Raleigh,False,1,221.27726886142216,3,False,1123.2172897380246,154.53995104228437,1.0,False
d22bb3ff-1431-4140-9f2f-b0a2968f6173,2022-06-20,702.63,M075,Debit,Fort Worth,False,0,77.04049014150448,0,False,738.6370421926387,111.75974634710984,10.0,False
6884b8bc-b78b-485c-8cbe-e8ee28eb8de3,2024-05-04,651.87,M040,Debit,Austin,True,1,173.22952211784553,5,True,663.2032712287275,79.77938479266271,30.0,False
08f41b4a-761e-427b-b6ed-c7638994fbc8,2023-03-08,0.5,M079,Credit,Jacksonville,False,1,197.84189563690293,2,False,0.4667856376198692,0.0860374159864484,30.0,False
e74d1e94-70c7-42d5-98a8-9f1e1ea298ff,2024-08-26,1951.5893481467265,M027,Debit,Austin,False,0,134.83567932557344,0,False,228.2892326149012,30.29147519493335,30.0,True
d1bf5169-1b57-4b07-a13f-51ed673cfc82,2024-09-02,586.45,M057,Debit,Virginia Beach,False,1,121.66329554046524,0,False,542.6549660154499,110.69481606075058,5.0,False
