account_id,transaction_id,date,hour_of_day,minute_of_hour,day_of_week,is_weekend,is_holiday,days_since_last_holiday,amount,amount_to_avg_ratio,amount_percentile,transaction_type,transaction_duration,is_recurring,new_payee_flag,avg_unique_merchants_7d,rolling_mean_3mo_amount,rolling_std_3mo_amount,time_since_last_tx_secs,tx_count_last_1h,tx_count_last_7d,tx_sum_last_24h,location,is_new_device,device_age_days,login_attempt_count,age,account_balance,channel,customer_occupation,ip_address,is_anomaly,anomaly_confidence
AC00003,TX002248,2023-10-02 18:57:19,18,57,0,False,False,28,207.47,1.0,0.4,Debit,12,False,True,0.1428571428571428,0.0,0.0,12104496,0,0,0.0,Miami,True,157,1,53,1688.9,ATM,Doctor,147.234.20.46,False,0.24652252084161605
AC00004,TX001851,2023-05-01 17:36:10,17,36,0,False,False,70,13.16,1.0,0.1111111111111111,Debit,98,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Mesa,True,33,1,43,1019.46,Branch,Engineer,161.177.41.214,False,0.23699196992548574
AC00004,TX000707,2023-05-10 18:49:20,18,49,2,False,False,79,642.54,1.0,1.0,Debit,28,False,True,0.1428571428571428,0.0,0.0,781990,0,0,0.0,Milwaukee,True,0,1,44,3143.17,Branch,Engineer,166.79.195.157,False,0.2881246607977375
AC00004,TX001648,2023-06-26 16:53:58,16,53,0,False,False,7,99.25,1.0,0.4444444444444444,Credit,93,False,True,0.1428571428571428,0.0,0.0,4053878,0,0,0.0,Phoenix,True,0,1,63,2570.34,Online,Retired,17.87.7.140,False,0.3029265277279684
AC00004,TX000223,2023-07-10 17:15:27,17,15,0,False,False,6,547.87,1.0,0.8888888888888888,Debit,131,False,True,0.1428571428571428,0.0,0.0,1210889,0,0,0.0,Columbus,True,133,1,64,6155.76,ATM,Retired,188.205.152.176,False,0.14009052945315115
AC00004,TX002442,2023-10-09 16:01:25,16,1,0,False,True,35,61.62,1.0,0.3333333333333333,Debit,19,False,True,0.1428571428571428,0.0,0.0,7857958,0,0,0.0,Miami,True,279,1,57,8365.37,Online,Doctor,93.218.115.132,False,0.343833411544264
AC00004,TX002391,2023-10-30 16:38:14,16,38,0,False,False,21,136.31,1.0,0.5555555555555556,Debit,65,False,True,0.1428571428571428,0.0,0.0,1816609,0,0,0.0,Nashville,True,174,1,74,4384.95,Online,Retired,6.234.101.35,False,0.12297186797632714
AC00004,TX001820,2023-11-23 16:51:06,16,51,3,False,True,13,365.43,1.0,0.7777777777777778,Debit,176,False,True,0.1428571428571428,0.0,0.0,2074372,0,0,0.0,Portland,True,209,1,25,1073.51,ATM,Student,136.172.149.77,False,0.2562932261132836
AC00004,TX002328,2023-12-12 16:56:18,16,56,1,False,False,19,273.24,1.0,0.6666666666666666,Debit,173,False,True,0.1428571428571428,0.0,0.0,1641912,0,0,0.0,Fresno,True,344,1,51,2202.21,Branch,Retired,211.45.75.44,False,0.25302583469167406
AC00004,TX000245,2024-01-01 16:08:49,16,8,0,False,True,7,40.66,1.0,0.2222222222222222,Debit,156,False,True,0.1428571428571428,0.0,0.0,1725151,0,0,0.0,Louisville,True,356,1,59,1153.84,Branch,Retired,148.25.159.90,False,0.41370795498035706
AC00005,TX002315,2023-02-22 16:18:32,16,18,2,False,False,2,162.59,1.0,0.3333333333333333,Debit,19,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Indianapolis,True,0,1,64,7104.83,Branch,Retired,201.95.180.152,False,0.17713650800846245
AC00005,TX000944,2023-02-22 17:29:36,17,29,2,False,False,2,377.92,1.0,0.5555555555555556,Debit,204,False,True,0.2857142857142857,0.0,0.0,4264,0,0,0.0,Raleigh,True,0,1,33,2254.71,Branch,Engineer,179.43.245.131,False,0.2304903142672706
AC00005,TX001792,2023-02-27 16:38:41,16,38,0,False,False,7,680.76,1.0,1.0,Debit,165,False,True,0.4285714285714285,0.0,0.0,428945,0,0,0.0,Kansas City,True,55,1,21,572.97,Branch,Student,60.89.202.192,False,0.3997411439078098
AC00005,TX000547,2023-05-17 17:28:25,17,28,2,False,False,86,420.28,1.0,0.7777777777777778,Debit,144,False,True,0.1428571428571428,0.0,0.0,6828584,0,0,0.0,Washington,True,0,1,35,8557.32,Branch,Doctor,110.150.1.201,False,0.23845747192591615
AC00005,TX000760,2023-06-26 16:21:14,16,21,0,False,False,7,417.8,1.0,0.6666666666666666,Credit,130,False,True,0.1428571428571428,0.0,0.0,3451969,0,0,0.0,Philadelphia,True,0,1,27,1518.82,Branch,Student,49.31.186.82,False,0.1797758313246022
AC00005,TX000195,2023-07-03 17:47:49,17,47,0,False,False,14,488.54,1.0,0.8888888888888888,Debit,132,False,True,0.1428571428571428,0.0,0.0,609995,0,0,0.0,Jacksonville,True,35,1,52,7486.63,Branch,Engineer,198.24.183.157,False,0.17037119025821176
AC00005,TX001971,2023-11-20 16:31:15,16,31,0,False,False,10,116.89,1.0,0.2222222222222222,Debit,226,False,True,0.1428571428571428,0.0,0.0,12091406,0,0,0.0,Columbus,True,241,1,71,4880.31,Online,Retired,146.250.144.172,False,0.25802635335154095
AC00005,TX002083,2023-11-30 18:08:39,18,8,3,False,False,7,359.51,1.0,0.4444444444444444,Debit,157,False,True,0.1428571428571428,0.0,0.0,869844,0,0,0.0,Charlotte,True,297,1,79,7153.72,Online,Retired,32.169.88.41,False,0.3161341154534883
AC00005,TX001038,2023-12-04 18:01:53,18,1,0,False,False,11,107.48,1.0,0.1111111111111111,Debit,129,False,True,0.2857142857142857,0.0,0.0,345194,0,0,0.0,Omaha,True,269,1,22,591.23,Branch,Student,44.73.3.217,False,0.3669461090083238
AC00006,TX000662,2023-02-28 17:28:13,17,28,1,False,False,8,158.56,1.0,0.5,Debit,100,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Sacramento,True,0,1,33,5401.21,ATM,Doctor,218.238.171.184,False,0.08939112514578401
AC00006,TX000216,2023-05-24 16:25:50,16,25,2,False,False,93,74.88,1.0,0.25,Debit,202,False,True,0.1428571428571428,0.0,0.0,7340257,0,0,0.0,Atlanta,True,95,1,25,420.67,ATM,Student,161.161.26.115,False,0.28643739516124744
AC00006,TX001406,2023-08-11 17:12:30,17,12,4,False,False,38,611.15,1.0,1.0,Debit,121,False,True,0.1428571428571428,0.0,0.0,6828400,0,0,0.0,Detroit,True,108,1,27,892.83,ATM,Student,51.250.46.149,False,0.2088441328702766
AC00006,TX001977,2023-10-05 16:46:31,16,46,3,False,False,31,173.13,1.0,0.75,Credit,288,False,True,0.1428571428571428,0.0,0.0,4750441,0,0,0.0,Atlanta,True,233,1,20,1490.34,Online,Student,5.50.152.168,False,0.3474997224010028
AC00007,TX000077,2023-06-12 17:53:52,17,53,0,False,False,14,162.63,1.0,0.6,Debit,113,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Kansas City,True,0,1,22,634.17,Online,Student,60.153.124.80,False,0.07748741218775052
AC00007,TX000839,2023-07-24 16:07:05,16,7,0,False,False,20,637.75,1.0,1.0,Debit,152,False,True,0.1428571428571428,0.0,0.0,3622393,0,0,0.0,Dallas,True,0,1,79,4202.92,Branch,Retired,184.57.159.204,False,0.2312495949182248
AC00007,TX000977,2023-09-04 16:57:31,16,57,0,False,True,62,466.64,1.0,0.8,Debit,11,False,True,0.1428571428571428,0.0,0.0,3631826,0,0,0.0,Las Vegas,True,115,1,58,10915.11,ATM,Doctor,131.41.45.13,False,0.4053222807427377
AC00007,TX001336,2023-11-20 17:08:33,17,8,0,False,False,10,90.88,1.0,0.2,Debit,284,False,True,0.1428571428571428,0.0,0.0,6653462,0,0,0.0,Colorado Springs,True,202,1,26,7117.35,ATM,Engineer,175.210.47.87,False,0.2685477358280715
AC00007,TX001579,2023-11-27 17:34:33,17,34,0,False,False,4,137.48,1.0,0.4,Debit,47,False,True,0.1428571428571428,0.0,0.0,606360,0,0,0.0,Seattle,True,308,1,55,14273.42,Branch,Doctor,66.255.7.16,False,0.1817273068948577
AC00008,TX002005,2023-11-21 16:45:29,16,45,1,False,False,11,76.16,1.0,1.0,Debit,99,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,218,1,23,1072.25,ATM,Student,100.128.70.210,False,0.10830394335310944
AC00009,TX002512,2023-02-14 16:21:23,16,21,1,False,False,29,243.08,1.0,0.8,Credit,93,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Jacksonville,True,11,1,24,131.25,Online,Student,59.127.135.25,False,0.19432739020007836
AC00009,TX002048,2023-02-20 16:16:39,16,16,0,False,True,35,425.18,1.0,1.0,Credit,135,False,True,0.2857142857142857,0.0,0.0,518116,0,0,0.0,Fresno,True,32,1,59,5790.55,Online,Engineer,27.93.195.98,True,0.5209476043335424
AC00009,TX000868,2023-03-03 18:23:29,18,23,4,False,False,11,87.38,1.0,0.4,Debit,252,False,True,0.1428571428571428,0.0,0.0,958010,0,0,0.0,Atlanta,True,53,1,21,1504.99,Branch,Student,3.200.166.167,False,0.32188919390039705
AC00009,TX000840,2023-05-04 17:43:59,17,43,3,False,False,73,153.59,1.0,0.6,Credit,174,False,True,0.1428571428571428,0.0,0.0,5354430,0,0,0.0,Portland,False,105,1,66,4813.12,Branch,Retired,204.120.80.105,True,0.7265923755475487
AC00009,TX000279,2023-12-25 17:19:08,17,19,0,False,True,32,74.85,1.0,0.2,Debit,117,False,True,0.1428571428571428,0.0,0.0,20302509,0,0,0.0,Raleigh,True,272,1,72,2409.73,ATM,Retired,191.82.103.198,False,0.4580807257777427
AC00010,TX002367,2023-01-12 17:10:03,17,10,3,False,False,10,281.91,1.0,0.5714285714285714,Debit,269,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Denver,True,0,1,25,225.53,Branch,Student,24.148.92.177,False,0.17050420911639574
AC00010,TX001737,2023-02-06 16:38:45,16,38,0,False,False,21,7.56,1.0,0.1428571428571428,Debit,145,False,True,0.1428571428571428,0.0,0.0,2158122,0,0,0.0,Milwaukee,True,0,1,40,8528.72,ATM,Doctor,205.45.234.42,False,0.1954881858214868
AC00010,TX001760,2023-05-22 17:40:46,17,40,0,False,False,91,1086.6,1.0,1.0,Debit,38,False,True,0.1428571428571428,0.0,0.0,9075721,0,0,0.0,San Diego,True,45,1,19,1605.67,Online,Student,74.58.165.67,False,0.3693093342734114
AC00010,TX001168,2023-06-26 16:08:25,16,8,0,False,False,7,838.57,1.0,0.8571428571428571,Debit,273,False,True,0.1428571428571428,0.0,0.0,3018459,0,0,0.0,Phoenix,True,98,1,41,14576.47,ATM,Doctor,115.30.82.168,False,0.28487637433800894
AC00010,TX000096,2023-06-26 16:16:50,16,16,0,False,False,7,508.68,1.0,0.7142857142857143,Credit,127,False,True,0.2857142857142857,0.0,0.0,505,0,0,0.0,Mesa,True,114,1,51,7708.41,Branch,Engineer,193.108.17.115,False,0.28431503699143473
AC00010,TX000180,2023-11-21 16:57:43,16,57,1,False,False,11,34.17,1.0,0.4285714285714285,Credit,54,False,True,0.1428571428571428,0.0,0.0,12789653,0,0,0.0,Philadelphia,True,264,1,54,726.55,Online,Engineer,177.116.108.246,False,0.3274149743909667
AC00010,TX000202,2023-11-30 16:52:42,16,52,3,False,False,7,11.18,1.0,0.2857142857142857,Debit,161,False,True,0.1428571428571428,0.0,0.0,777299,0,0,0.0,Atlanta,True,299,1,43,5956.89,Online,Doctor,16.51.235.240,False,0.250796608658252
AC00011,TX000694,2023-03-15 18:42:16,18,42,2,False,False,23,733.29,1.0,1.0,Debit,94,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Virginia Beach,True,0,5,52,10427.0,ATM,Doctor,16.51.235.240,False,0.4696060022204409
AC00011,TX000735,2023-05-19 16:35:07,16,35,4,False,False,88,117.55,1.0,0.4285714285714285,Debit,35,False,True,0.1428571428571428,0.0,0.0,5608371,0,0,0.0,Fresno,True,0,1,24,897.94,ATM,Student,4.101.189.38,False,0.34934994781768797
AC00011,TX001015,2023-06-30 16:31:49,16,31,4,False,False,11,688.36,1.0,0.8571428571428571,Credit,22,False,True,0.1428571428571428,0.0,0.0,3628602,0,0,0.0,Memphis,True,179,1,23,5191.13,Branch,Student,200.136.146.93,False,0.2776757306283553
AC00011,TX000098,2023-07-17 17:08:24,17,8,0,False,False,13,25.36,1.0,0.1428571428571428,Debit,78,False,False,0.1428571428571428,0.0,0.0,1470995,0,0,0.0,Louisville,True,0,1,57,201.04,ATM,Engineer,62.152.134.92,False,0.46682139458137195
AC00011,TX000045,2023-07-26 16:52:28,16,52,2,False,False,22,304.31,1.0,0.5714285714285714,Debit,33,False,True,0.1428571428571428,0.0,0.0,776644,0,0,0.0,Louisville,True,205,1,27,868.61,Branch,Student,77.208.193.198,False,0.13957610048112776
AC00011,TX002023,2023-09-19 16:44:21,16,44,1,False,False,15,537.86,1.0,0.7142857142857143,Debit,134,False,True,0.1428571428571428,0.0,0.0,4751513,0,0,0.0,Kansas City,True,196,1,27,293.06,Online,Student,144.228.168.6,False,0.11029812304494757
AC00011,TX001560,2023-12-20 17:15:14,17,15,2,False,False,27,31.53,1.0,0.2857142857142857,Debit,283,False,True,0.1428571428571428,0.0,0.0,7950653,0,0,0.0,Kansas City,True,271,1,25,874.93,Online,Student,37.143.57.20,False,0.21832253302989346
AC00012,TX002047,2023-03-21 16:36:30,16,36,1,False,False,29,94.82,1.0,0.3333333333333333,Credit,56,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Columbus,True,10,1,67,1267.72,Branch,Retired,175.230.206.232,False,0.18910095944341196
AC00012,TX000513,2023-06-05 17:08:37,17,8,0,False,False,7,8.65,1.0,0.1666666666666666,Debit,273,False,True,0.1428571428571428,0.0,0.0,6568327,0,0,0.0,Las Vegas,True,112,1,48,10778.35,Online,Doctor,200.136.146.93,False,0.2578690519043604
AC00012,TX001153,2023-06-28 16:07:37,16,7,2,False,False,9,590.57,1.0,0.8333333333333334,Debit,93,False,True,0.1428571428571428,0.0,0.0,1983540,0,0,0.0,Milwaukee,True,162,1,79,3224.6,ATM,Retired,150.231.20.169,False,0.22078793864172613
AC00012,TX000728,2023-07-26 16:54:08,16,54,2,False,False,22,137.49,1.0,0.5,Debit,50,False,True,0.1428571428571428,0.0,0.0,2421991,0,0,0.0,Fort Worth,True,141,1,34,4471.05,ATM,Engineer,42.61.10.112,False,0.09279224841878192
AC00012,TX002152,2023-08-07 18:52:42,18,52,0,False,False,34,927.45,1.0,1.0,Debit,95,False,True,0.1428571428571428,0.0,0.0,1043914,0,0,0.0,Austin,True,210,1,24,1161.84,ATM,Student,176.96.83.253,False,0.30921882313295723
AC00012,TX001510,2023-12-26 16:08:51,16,8,1,False,False,1,308.8,1.0,0.6666666666666666,Debit,41,False,True,0.1428571428571428,0.0,0.0,12172569,0,0,0.0,Baltimore,True,332,1,53,3966.54,ATM,Retired,65.164.3.100,False,0.22797745463764518
AC00013,TX000576,2023-02-20 16:52:03,16,52,0,False,True,35,33.46,1.0,0.125,Debit,111,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Seattle,True,0,1,72,3641.07,ATM,Retired,189.248.139.91,False,0.35428225521376805
AC00013,TX001291,2023-03-28 16:02:03,16,2,1,False,False,36,427.69,1.0,1.0,Debit,236,False,True,0.1428571428571428,0.0,0.0,3107400,0,0,0.0,Raleigh,True,0,1,43,2443.54,ATM,Engineer,24.148.92.177,False,0.24774940107587828
AC00013,TX001010,2023-07-27 17:04:46,17,4,3,False,False,23,75.04,1.0,0.25,Debit,178,False,True,0.1428571428571428,0.0,0.0,10458163,0,0,0.0,El Paso,True,146,1,49,9648.6,ATM,Engineer,52.1.78.30,False,0.2133015994634304
AC00013,TX002156,2023-08-28 16:56:05,16,56,0,False,False,55,172.92,1.0,0.625,Debit,212,False,True,0.1428571428571428,0.0,0.0,2764279,0,0,0.0,Miami,True,70,1,20,416.37,Online,Student,214.67.148.245,False,0.21461287981438718
AC00013,TX000107,2023-11-01 16:52:01,16,52,2,False,False,23,114.98,1.0,0.375,Debit,80,False,True,0.1428571428571428,0.0,0.0,5615756,0,0,0.0,Seattle,True,299,1,59,6144.68,Online,Retired,115.218.48.83,False,0.174473605412539
AC00013,TX001980,2023-11-20 16:07:20,16,7,0,False,False,10,422.81,1.0,0.875,Debit,193,False,True,0.1428571428571428,0.0,0.0,1638919,0,0,0.0,Los Angeles,True,184,1,28,1929.28,Branch,Student,77.92.193.22,False,0.11865218396748277
AC00013,TX000780,2023-12-11 17:29:02,17,29,0,False,False,18,138.11,1.0,0.5,Credit,104,False,True,0.1428571428571428,0.0,0.0,1819302,0,0,0.0,Phoenix,True,273,1,68,4177.65,Online,Retired,20.147.6.179,False,0.23881650033756674
AC00013,TX000578,2023-12-27 16:48:30,16,48,2,False,False,2,246.27,1.0,0.75,Debit,141,False,True,0.1428571428571428,0.0,0.0,1379968,0,0,0.0,Fresno,True,288,1,29,7299.86,Online,Doctor,144.91.150.133,False,0.14173179731899654
AC00014,TX002447,2023-03-30 17:50:23,17,50,3,False,False,38,719.76,1.0,1.0,Debit,190,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,0,1,19,690.52,Branch,Student,161.25.82.11,False,0.2285514763470862
AC00014,TX000375,2023-05-03 17:04:32,17,4,2,False,False,72,643.22,1.0,0.8888888888888888,Debit,93,False,True,0.1428571428571428,0.0,0.0,2934849,0,0,0.0,Atlanta,True,86,1,64,1035.86,ATM,Doctor,175.166.115.182,False,0.2653669080691124
AC00014,TX001234,2023-06-13 16:10:27,16,10,1,False,False,15,605.42,1.0,0.7777777777777778,Debit,33,False,True,0.1428571428571428,0.0,0.0,3539155,0,0,0.0,Mesa,True,112,1,21,392.34,ATM,Student,25.188.196.47,False,0.10612461398753281
AC00014,TX000520,2023-06-26 18:39:52,18,39,0,False,False,7,121.91,1.0,0.3333333333333333,Debit,133,False,True,0.1428571428571428,0.0,0.0,1132165,0,0,0.0,Chicago,True,131,1,60,14510.8,Branch,Doctor,135.29.211.116,False,0.285879074157775
AC00014,TX000080,2023-07-17 18:54:31,18,54,0,False,False,13,174.25,1.0,0.4444444444444444,Debit,67,False,True,0.1428571428571428,0.0,0.0,1815279,0,0,0.0,Seattle,True,13,1,50,10528.34,Online,Doctor,130.92.201.49,False,0.16884357736113603
AC00014,TX000657,2023-07-31 17:04:29,17,4,0,False,False,27,427.0,1.0,0.6666666666666666,Credit,163,False,True,0.1428571428571428,0.0,0.0,1202998,0,0,0.0,Oklahoma City,True,0,1,49,8253.65,Branch,Engineer,183.39.94.209,False,0.25145546539620794
AC00014,TX000022,2023-08-11 18:31:31,18,31,4,False,False,38,85.77,1.0,0.2222222222222222,Debit,93,False,False,0.1428571428571428,0.0,0.0,955622,0,0,0.0,Las Vegas,True,186,1,38,9146.19,Branch,Doctor,59.132.247.252,True,0.574854485990119
AC00014,TX002124,2023-12-07 16:59:06,16,59,3,False,False,14,10.3,1.0,0.1111111111111111,Debit,197,False,True,0.1428571428571428,0.0,0.0,10189655,0,0,0.0,Fresno,True,330,1,47,7801.32,ATM,Engineer,150.231.20.169,False,0.3293887548865214
AC00014,TX000740,2024-01-01 16:17:13,16,17,0,False,True,7,346.65,1.0,0.5555555555555556,Debit,60,False,True,0.1428571428571428,0.0,0.0,2157487,0,0,0.0,Washington,True,243,1,30,6356.96,Online,Engineer,43.98.242.106,False,0.2717845309944632
AC00015,TX001456,2023-03-06 16:12:45,16,12,0,False,False,14,774.48,1.0,1.0,Debit,31,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Louisville,True,0,1,61,11613.58,Branch,Doctor,76.136.92.235,False,0.2194864127820692
AC00015,TX001467,2023-03-13 16:33:49,16,33,0,False,False,21,73.35,1.0,0.5,Debit,47,False,True,0.1428571428571428,0.0,0.0,606064,0,0,0.0,San Francisco,True,27,1,24,1181.84,Branch,Student,9.230.41.239,False,0.1417161171185709
AC00015,TX001620,2023-04-24 16:14:34,16,14,0,False,False,63,50.9,1.0,0.25,Credit,150,False,True,0.1428571428571428,0.0,0.0,3627645,0,0,0.0,Jacksonville,True,112,1,28,1277.7,Online,Student,131.41.45.13,False,0.26679422386038626
AC00015,TX001562,2023-11-06 16:28:15,16,28,0,False,False,28,250.01,1.0,0.75,Debit,88,False,True,0.1428571428571428,0.0,0.0,16935221,0,0,0.0,Kansas City,True,299,1,62,1541.48,ATM,Retired,157.47.114.20,False,0.2730712896305042
AC00016,TX001181,2023-02-24 18:05:12,18,5,4,False,False,4,50.0,1.0,0.3333333333333333,Credit,87,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Jacksonville,True,11,1,53,185.87,ATM,Doctor,150.231.20.169,False,0.4259738367057043
AC00016,TX002335,2023-03-06 17:37:32,17,37,0,False,False,14,1105.88,1.0,1.0,Debit,36,False,True,0.1428571428571428,0.0,0.0,862340,0,0,0.0,Omaha,True,0,1,34,2636.32,ATM,Engineer,41.82.55.163,False,0.24686194189133034
AC00016,TX001135,2023-03-17 16:22:52,16,22,4,False,False,25,26.27,1.0,0.1666666666666666,Credit,177,False,True,0.1428571428571428,0.0,0.0,945920,0,0,0.0,Portland,True,55,1,45,8853.93,Online,Engineer,62.27.235.199,False,0.2428622443347271
AC00016,TX001592,2023-03-20 17:21:43,17,21,0,False,False,28,314.52,1.0,0.6666666666666666,Debit,229,False,True,0.2857142857142857,0.0,0.0,262731,0,0,0.0,Memphis,True,77,1,80,7071.32,ATM,Retired,146.69.70.214,False,0.23852674672424104
AC00016,TX001969,2023-09-12 18:52:56,18,52,1,False,False,8,705.34,1.0,0.8333333333333334,Debit,124,False,True,0.1428571428571428,0.0,0.0,15211873,0,0,0.0,Washington,True,0,1,59,5003.22,Online,Doctor,63.67.150.226,False,0.30674313570804407
AC00016,TX001542,2023-10-16 17:43:00,17,43,0,False,False,7,69.96,1.0,0.5,Debit,31,False,True,0.1428571428571428,0.0,0.0,2933404,0,0,0.0,Baltimore,True,91,1,28,164.12,Branch,Student,184.146.10.88,False,0.10577343685254462
AC00017,TX001864,2023-01-30 16:04:17,16,4,0,False,False,14,103.48,1.0,0.4,Debit,33,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Baltimore,True,23,1,32,6494.25,ATM,Engineer,1.98.25.114,False,0.1825235474025918
AC00017,TX000952,2023-03-01 17:43:22,17,43,2,False,False,9,492.84,1.0,1.0,Debit,38,False,True,0.1428571428571428,0.0,0.0,2597945,0,0,0.0,Indianapolis,True,37,1,25,577.67,ATM,Student,81.248.235.147,False,0.15121268187404857
AC00017,TX001670,2023-05-29 18:27:43,18,27,0,False,True,98,261.63,1.0,0.8,Debit,150,False,True,0.1428571428571428,0.0,0.0,7692261,0,0,0.0,Chicago,True,87,1,20,477.03,Branch,Student,77.7.223.184,True,0.524679948205285
AC00017,TX000971,2023-06-21 16:23:53,16,23,2,False,False,2,215.39,1.0,0.6,Debit,216,False,True,0.1428571428571428,0.0,0.0,1979770,0,0,0.0,Detroit,True,118,1,27,1582.55,ATM,Student,196.121.240.10,False,0.1077398733245693
AC00017,TX001337,2023-11-27 17:39:39,17,39,0,False,False,4,60.11,1.0,0.2,Credit,122,False,True,0.1428571428571428,0.0,0.0,13742146,0,0,0.0,Albuquerque,True,235,1,61,7235.87,Branch,Retired,8.243.4.138,False,0.3137049845024922
AC00018,TX001498,2023-02-20 16:36:36,16,36,0,False,True,35,1228.81,1.0,1.0,Debit,254,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Francisco,True,0,1,26,1821.0,ATM,Student,63.191.171.41,False,0.5026267498955349
AC00018,TX001802,2023-06-05 17:24:29,17,24,0,False,False,7,331.32,1.0,0.6666666666666666,Debit,137,False,True,0.1428571428571428,0.0,0.0,9074873,0,0,0.0,Sacramento,True,136,5,61,13054.54,Branch,Doctor,200.164.13.160,False,0.43362175224339633
